tokens,Original Sentence,Gold Sentence,Correction,Correct or Incorrect
9889,Isang proud member ng LGBT community si Leonico “Batoy” Tayong ng Barangay Villarica noong siya ay dumating sa vaccination site upang makuha ang kaniyang second dose.,Isang proud member ng LGBT community si Leonico “Batoy” Tayong ng Barangay Villarica noong siya ay dumating sa vaccination site upang makuha ang kaniyang second dose.,transform_verb_compact,Correct
5086,"Si Ople, na kasalukuyang nasa Geneva, ay nagpasalamat sa European Commission (EC) sa pagkilala sa mga makabuluhang pagsisikap na ginagawa ng administrasyong Marcos na sumunod sa mga kinakailangan sa ilalim ng International Convention on STCW para sa mga marino.","Si Ople, na kasalukuyang nasa Geneva, ay nagpasalamat sa European Commission (EC) sa pagkilala sa mga makabuluhang pagsisikap na ginagawa ng administrasyong Marcos na sumunod sa mga kinakailangan sa ilalim ng International Convention on STCW para sa mga marino.",transform_split_space,Correct
14373,"Though dismissed na ang issue na diumanoy may pinagdaraanan si Moira at husband niyang si Jason Hernandez, may ilang nagsasabi naman na may slight na issue na diumano sa mag-asawa matapos burahin ni Moira ang mga photo nila sa kanyang IG account.","Though dismissed na ang issue na diumanoy may pinagdaraanan si Moira at husband niyang si Jason Hernandez, may ilang nagsasabi naman na may slight na issue na diumano sa mag-asawa matapos burahin ni Moira ang mga photo nila sa kanyang IG account.",add_punc_period,Correct
9484,"May kinalaman nga ba ang buwan sa lilo? Panoorin ang video ng ""KMJS.""","May kinalaman nga ba ang buwan sa lilo? Panoorin ang video ng ""KMJS.""",multiple_add_punc_qmark,Correct
22568,May narinig kami kung ano ang tunay na dahilan at kung bakit hindi na nagkakasundo.,May narinig kami kung ano ang tunay na dahilan at kung bakit hindi na nagkakasundo.,change_punc_period,Correct
16674,"Bukod dito, dapat aniya ay pahalagahan din ng susunod na mamumuno sa DOH ang pagbabakuna at pinapakinggan ang hinaing ng health workers.","Bukod dito, dapat aniya ay pahalagahan din ng susunod na mamumuno sa DOH ang pagbabakuna at pinapakinggan ang hinaing ng health workers.",transform_verb_contact,Correct
5665,"I want to clarify na hindi po yon totoo, saad ni Liza na aminadong ayaw sana niyang pag-usapan ang tungkol sa naturang usapin ng kita.","I want to clarify na hindi po yon totoo, saad ni Liza na aminadong ayaw sana niyang pag-usapan ang tungkol sa naturang usapin ng kita.",merge_space,Correct
4544,Binisita ng Pangulo nitong Miyerkoles ang mga biktima ng bagyo sa Negros Oriental pati na rin ang mga imprastruktura na winasak ng bagyo.,Binisita ng Pangulo nitong Miyerkoles ang mga biktima ng bagyo sa Negros Oriental pati na rin ang mga imprastruktura na winasak ng bagyo.,transform_case_lower,Correct
4870,"Gayunman, hindi sila kaagad makapaniwala na si Christian ito dahil iniisip nila kung papaano siya nakarating sa Bicol.","Gayunman, hindi sila kaagad makapaniwala na si Christian ito dahil iniisip nila kung papaano siya nakarating sa Bicol.",replace_sila,Correct
22236,Ngayon ang computation 50 plus billion pesos na ang danyos sa industriya ng pagbababoy.,Ngayon ang computation 50 plus billion pesos na ang danyos sa industriya ng pagbababoy.,merge_space,Correct
22874,"Pinababa ang mga driver at pinatalikod sa pader, habang sinasagip ng mga awtoridad ang nagsumbong na Malaysian, na anim na buwan nang ginigipit umano ng POGO company, ayon na rin sa timbre ng embahada ng Malaysia.","Pinababa ang mga driver at pinatalikod sa pader, habang sinasagip ng mga awtoridad ang nagsumbong na Malaysian, na anim na buwan nang ginigipit umano ng POGO company, ayon na rin sa timbre ng embahada ng Malaysia.",transform_verb_compact,Correct
10812,May “mabubuting Samaritano” pa nga ba na handang tumulong sa isang taong nanakawan?,May “mabubuting Samaritano” pa nga ba na handang tumulong sa isang taong nanakawan?,transform_split_space,Correct
8989,"Batay sa inisyal na imbestigasyon ng mga fire marshal, tupok na tupok at wala nang mapapakinabangan sa mga gamit ng nasunog na bahay.","Batay sa inisyal na imbestigasyon ng mga fire marshal, tupok na tupok at wala nang mapapakinabangan sa mga gamit ng nasunog na bahay.",add_punc_period,Correct
4343,"Sa isang panayam kay Maine, natanong ng kaibigan nating vlogger na si Allan Sancon kung handa na ba siyang matawag na “First Lady” ng QC.","Sa isang panayam kay Maine, natanong ng kaibigan nating vlogger na si Allan Sancon kung handa na ba siyang matawag na “First Lady” ng QC.",transform_split_hyphen,Correct
9694,"Sa unang pagkakaton bilang Pangulo ng bansa, dadalo si Pangulong Ferdinand Marcos Jr. ngayong araw sa Alumni Homecoming ng Philippine Military Academy sa Baguio Ciy.","Sa unang pagkakaton bilang Pangulo ng bansa, dadalo si Pangulong Ferdinand Marcos Jr. ngayong araw sa Alumni Homecoming ng Philippine Military Academy sa Baguio Ciy.",multiple_add_punc_period,Correct
17957,"Kung ano ang isipin ng tao, 'yun na yon, sabi ni Ruru.","Kung ano ang isipin ng tao, 'yun na yon, sabi ni Ruru.",add_punc_period,Correct
14408,"4 ang birthday niya) noong isang gabi, nag-duet na naman ang love birds.","4 ang birthday niya) noong isang gabi, nag-duet na naman ang love birds.",transform_insert_hyphen,Correct
9552,Mayroon ding armado ng itak na humabol sa babae pero nakaalpas pa rin daw ito at nakatakbo sa tubuhan.,Mayroon ding armado ng itak na humabol sa babae pero nakaalpas pa rin daw ito at nakatakbo sa tubuhan.,replace_daw,Correct
602,Samantala panibagong arrest warrant ang inilabas kahapon ng hapon laban kay Navarro.,Samantala panibagong arrest warrant ang inilabas kahapon ng hapon laban kay Navarro.,add_punc_period,Correct
2651,"Ang dami naming napag-usapan, at nakakatuwa, pursigido pa rin ang Rein Entertainment na mag-produce ng pelikula kahit hindi naman ganun kaganda ang resulta sa katatapos na Metro Manila Film Festival entry nilang Nanahimik ang Gabi.","Ang dami naming napag-usapan, at nakakatuwa, pursigido pa rin ang Rein Entertainment na mag-produce ng pelikula kahit hindi naman ganun kaganda ang resulta sa katatapos na Metro Manila Film Festival entry nilang Nanahimik ang Gabi.",replace_ng,Correct
9712,"'Pag naba-bother 'yong mga kasamahan ko, sinasabi ko na bakit nila kailangang pakinggan at tsaka bat obligado.","'Pag naba-bother 'yong mga kasamahan ko, sinasabi ko na bakit nila kailangang pakinggan at tsaka bat obligado.",merge_hyphen,Correct
1651,"Kasi nagtatrabaho ako nang matagal na sa pamilyang ito na mayaman, Forbes Park, parang ganyan, na ako yung nagpalaki sa mga bata.","Kasi nagtatrabaho ako nang matagal na sa pamilyang ito na mayaman, Forbes Park, parang ganyan, na ako yung nagpalaki sa mga bata.",transform_verb_compact,Correct
1204,"Sa salaysay ng mga kaanak, sinabing nakatakbo pa umano si Sanchez upang humingi ng tulong sa kanyang kapatid.","Sa salaysay ng mga kaanak, sinabing nakatakbo pa umano si Sanchez upang humingi ng tulong sa kanyang kapatid.",add_punc_period,Correct
5793,"Uwi ka nat mapupulutan ka, biro ng babae sa video. --FRJ, GMA News.","Uwi ka nat mapupulutan ka, biro ng babae sa video. --FRJ, GMA News.",multiple_capital,Correct
19547,"Sa nasabing birthday pa rin ni Bimby, nagpa-throwback si Kris.","Sa nasabing birthday pa rin ni Bimby, nagpa-throwback si Kris.",merge_hyphen,Correct
2783,"Ang materyales nito ay katulad din umano sa ginagamit sa pera ng Australia, Canada, Mexico, New Zealand, at United Kingdom.","Ang materyales nito ay katulad din umano sa ginagamit sa pera ng Australia, Canada, Mexico, New Zealand, at United Kingdom.",transform_verb_incobj,Correct
14312,Isang lalaking nakasakay naman sa pedicab ang nakasabay nila na tila humihingi rin ng pera.,Isang lalaking nakasakay naman sa pedicab ang nakasabay nila na tila humihingi rin ng pera.,replace_rin,Correct
13940,Si direk Buboy nga pala ang direktor ng pelikulang prinodyus at pinagbidahan ni Ana Vicente na Manipula.,Si direk Buboy nga pala ang direktor ng pelikulang prinodyus at pinagbidahan ni Ana Vicente na Manipula.,change_punc_period,Correct
392,Wala na siyang masasaktan at masasagasaan.,Wala na siyang masasaktan at masasagasaan.,change_punc_period,Correct
17171,"Aniya, mas mahusay dawsi Isko kaysa sa isang kandidatong ayaw humarap sa publiko at sa isa pa na hindi tiyak kung pink o dilaw.","Aniya, mas mahusay dawsi Isko kaysa sa isang kandidatong ayaw humarap sa publiko at sa isa pa na hindi tiyak kung pink o dilaw.",transform_verb_compact,Correct
14343,"Tapos nagkataon, ito yung time na parang nag-sign na yata si Bea with Shirley Kuan, tapos kinausap yata nila si Boss Vic, tapos sabi ni Boss Vic, eto na lang.","Tapos nagkataon, ito yung time na parang nag-sign na yata si Bea with Shirley Kuan, tapos kinausap yata nila si Boss Vic, tapos sabi ni Boss Vic, eto na lang.",change_punc_period,Correct
6376,"Paggising ng female personality, nagulantang siya!","Paggising ng female personality, nagulantang siya!",add_punc_emark,Correct
9507,Ikinuwento naman ng mamamahayag ang kanyang pinagdaanan.,Ikinuwento naman ng mamamahayag ang kanyang pinagdaanan.,change_punc_period,Correct
11067,Inutusan sila ng salarin na paandarin ang sasakyan pero pagsapit sa circumferential road ay kinuha ng salarin ang cellphone at pera ng biktima bago binaril sa ulo at tumakas.,Inutusan sila ng salarin na paandarin ang sasakyan pero pagsapit sa circumferential road ay kinuha ng salarin ang cellphone at pera ng biktima bago binaril sa ulo at tumakas.,replace_sila,Correct
10523,Kabilang dito ang sa Angeles City exit.,Kabilang dito ang sa Angeles City exit.,replace_dito,Correct
22793,Nais din aniya ng DOTr na makapagsagawa ng demonstration run para sa MRT-7 sa susunod na taon.,Nais din aniya ng DOTr na makapagsagawa ng demonstration run para sa MRT-7 sa susunod na taon.,delete,Correct
17290,"Amin din pong napag-alaman noong isang araw na meron daw pong instances na ang mga kababayan natin ay maki-kidnap at kinukuha raw yung mga organs nila para ito po ay maibigay roon sa mga nangangailangan, sabi ni Vergeire sa isang media forum kanina.","Amin din pong napag-alaman noong isang araw na meron daw pong instances na ang mga kababayan natin ay maki-kidnap at kinukuha raw yung mga organs nila para ito po ay maibigay roon sa mga nangangailangan, sabi ni Vergeire sa isang media forum kanina.",transform_verb_incobj,Correct
8681,Nito lamang Lunes nang sabihin ng Philippine Genome Center (PGC) na mayorya o 85 porsyento sa resulta ng COVID-19 sample genome sequencing nila ay binubuo ng Omicron BA.5.,Nito lamang Lunes nang sabihin ng Philippine Genome Center (PGC) na mayorya o 85 porsyento sa resulta ng COVID-19 sample genome sequencing nila ay binubuo ng Omicron BA.5.,replace_nila,Correct
13164,Pasabog agad ang unang handog ni Toni Gonzaga sa AllTV ng AMBS Network ng Villar!,Pasabog agad ang unang handog ni Toni Gonzaga sa AllTV ng AMBS Network ng Villar!,change_punc_emark,Correct
1123,Hindi ko rin pinangarap na magparetoke.,Hindi ko rin pinangarap na magparetoke.,append_t1,Correct
1973,Hinarang ng mga tauhan ng Bureau of Immigration ang dalawang Africano makaraang madiskubre na gumagamit sila ng pekeng Canadian passports at nagpapakilalang mga Canadian citizens nang lumapag sa Ninoy Aquino International Airport.,Hinarang ng mga tauhan ng Bureau of Immigration ang dalawang Africano makaraang madiskubre na gumagamit sila ng pekeng Canadian passports at nagpapakilalang mga Canadian citizens nang lumapag sa Ninoy Aquino International Airport.,transform_split_hyphen,Correct
11417,"Nitong Pebrero 15, huling nagtaas ng P1.20.","Nitong Pebrero 15, huling nagtaas ng P1.20.",append_t1,Correct
3739,"Dinala na ang mga biktima sa bayan ng Atimonan, Quezon.","Dinala na ang mga biktima sa bayan ng Atimonan, Quezon.",merge_space,Correct
13843,"Ika-21 lang ng Setyembre nang sabihin ng Coordinating Council of Private Educational Associations of the Philippines (COCOPEA), isang asosasyon ng nasa 2,500 pribadong paaralan, na tinitignan nila ang posibilidad ng pagre-require ng COVID-19 vaccination sa kanilang mga kaguruanna lalahok sa nasabing face-to-face classes.","Ika-21 lang ng Setyembre nang sabihin ng Coordinating Council of Private Educational Associations of the Philippines (COCOPEA), isang asosasyon ng nasa 2,500 pribadong paaralan, na tinitignan nila ang posibilidad ng pagre-require ng COVID-19 vaccination sa kanilang mga kaguruanna lalahok sa nasabing face-to-face classes.",transform_split_hyphen,Correct
9431,Mayroon nga kayang foul play sa sinapit ni Kobe? At ano ang katotohanan sa mga impormasyon na kanilang natanggap tungkol sa umanoy pagkawala ng bata?,Mayroon nga kayang foul play sa sinapit ni Kobe? At ano ang katotohanan sa mga impormasyon na kanilang natanggap tungkol sa umanoy pagkawala ng bata?,multiple_change_punc_qmark,Correct
11319,"Humingi ng tawad ang mga kawani ng barangay Muzon sa San Jose del Monte, Bulacan sa isang lugawan matapos mag-viral ang kanilang pagharang sa isang delivery rider na na naghahatid ng pagkain sa gitna ng COVID-19 curfew at lockdown.","Humingi ng tawad ang mga kawani ng barangay Muzon sa San Jose del Monte, Bulacan sa isang lugawan matapos mag-viral ang kanilang pagharang sa isang delivery rider na na naghahatid ng pagkain sa gitna ng COVID-19 curfew at lockdown.",transform_verb_compact,Correct
1680,"Dahil yun ang tama, at ang pagpili sa inyo ay mali? Ano ang kinalaman ng isang anak sa desisyon ng mga magulang? Saan kayo inilagay? tanong ng King of Talk.","Dahil yun ang tama, at ang pagpili sa inyo ay mali? Ano ang kinalaman ng isang anak sa desisyon ng mga magulang? Saan kayo inilagay? tanong ng King of Talk.",multiple_change_punc_period,Correct
5989,Tama ba ang ang narinig kong ‘na-scam’ pa ito ng almost P30 million?,Tama ba ang ang narinig kong ‘na-scam’ pa ito ng almost P30 million?,add_punc_qmark,Correct
20850,"Bakit minimum ang tinututukan dito? Hindi ba, its better or its good for the consumer if magkakompetisyon at pababaan ng rate. Bakit ngayon ang kinokontrol ng ating komisyon ay ang minimum? Walang maximum eh, walang ceiling, sabi ni Lee.","Bakit minimum ang tinututukan dito? Hindi ba, its better or its good for the consumer if magkakompetisyon at pababaan ng rate. Bakit ngayon ang kinokontrol ng ating komisyon ay ang minimum? Walang maximum eh, walang ceiling, sabi ni Lee.",multiple_change_punc_qmark,Correct
8901,"Una rito, nitong Huwebes ay pinangunahan ni Azurin ang turnover ng tinatayang P761.2.","Una rito, nitong Huwebes ay pinangunahan ni Azurin ang turnover ng tinatayang P761.2.",replace_ng,Correct
17800,"Naku, maraming milagrong nagaganap sa buhay ng mga artista. Bakit, sa pag-arte lang ba sila puwedeng kumita? Wala ba silang puwedeng gawing extra-curricular activities para sila magkadatung?","Naku, maraming milagrong nagaganap sa buhay ng mga artista. Bakit, sa pag-arte lang ba sila puwedeng kumita? Wala ba silang puwedeng gawing extra-curricular activities para sila magkadatung?",multiple_add_punc_qmark,Correct
7114,"Matatag on the outside pero kapag may dinaramdam lalo na sa mga taong malapit sa kanya, sinasarili na lang ito madalas ng personality!","Matatag on the outside pero kapag may dinaramdam lalo na sa mga taong malapit sa kanya, sinasarili na lang ito madalas ng personality!",add_punc_emark,Correct
22825,Nabatid na bukas din ang pautang sa mga magsasaka at mangingisda sa ilalim ng Survival and Recovery (SURE) Loan Program ng Agricultural Credit Policy Council (ACPC) at Philippine Crop Insurance Corporation (PCIC) para magkaroon ng pondong pantustos sa naluging kabuhayan.,Nabatid na bukas din ang pautang sa mga magsasaka at mangingisda sa ilalim ng Survival and Recovery (SURE) Loan Program ng Agricultural Credit Policy Council (ACPC) at Philippine Crop Insurance Corporation (PCIC) para magkaroon ng pondong pantustos sa naluging kabuhayan.,transform_split_space,Correct
17605,Mabilis kasing nag-viral ang kanyang tweet kung saan nag-post siya ng larawan ng dalawang tao na magkayakap ngunit hindi kita ang mukha.,Mabilis kasing nag-viral ang kanyang tweet kung saan nag-post siya ng larawan ng dalawang tao na magkayakap ngunit hindi kita ang mukha.,transform_insert_hyphen,Correct
18539,"Sabi kasi ni Paulo, kung sa kanya raw nangyari yun, maaring tatakbo rin siya dahil hindi alam kung ano talaga ang pakay ng mga pulis na yun,.","Sabi kasi ni Paulo, kung sa kanya raw nangyari yun, maaring tatakbo rin siya dahil hindi alam kung ano talaga ang pakay ng mga pulis na yun,.",replace_raw,Correct
17140,"Ayon sa mga inisyal na ulat, paalis na sana sa Barangay Barangka ang mga kawani ng Station Drug Enforcement Unit ng Mandaluyong police kung saan nagsasagawa sila ng operasyon kontra-droga nang bigla na lang banggain ng kotseng minamaneho ni Jake ang kanilang sasakyan. Tumama rin ang sasakyan sa isang barrier.","Ayon sa mga inisyal na ulat, paalis na sana sa Barangay Barangka ang mga kawani ng Station Drug Enforcement Unit ng Mandaluyong police kung saan nagsasagawa sila ng operasyon kontra-droga nang bigla na lang banggain ng kotseng minamaneho ni Jake ang kanilang sasakyan. Tumama rin ang sasakyan sa isang barrier.",multiple_change_punc_period,Correct
2472,"Erickson Roranes, chief of police rito, dakong alas-11:45 ng gabi ay minamaneho ng biktima ang isang tricycle patungo sa city proper nang buntutan ng isang kulay pink na motorsiklo na sinasakyan ng dalawang hindi nakikilalang lalaki saka walang sabi-sabing pinaulanan ng punglo hanggang mamatay.","Erickson Roranes, chief of police rito, dakong alas-11:45 ng gabi ay minamaneho ng biktima ang isang tricycle patungo sa city proper nang buntutan ng isang kulay pink na motorsiklo na sinasakyan ng dalawang hindi nakikilalang lalaki saka walang sabi-sabing pinaulanan ng punglo hanggang mamatay.",add_punc_period,Correct
18328,"Tapos dumating umano itong suspek at nagawan siya ng hindi maganda, tatlong beses daw po.""","Tapos dumating umano itong suspek at nagawan siya ng hindi maganda, tatlong beses daw po.""",replace_ng,Correct
7240,"Anyway, kahapon ay nag-post si Mariel tungkol sa pagiging tarot card reader niya.","Anyway, kahapon ay nag-post si Mariel tungkol sa pagiging tarot card reader niya.",transform_insert_hyphen,Correct
17523,"Bagamat magkapatid, bigatin ang inaasahang tapatan ng TNT at NLEX lalot ang mananalo ay makikisalo sa No. 1 katabla ang Converge na may 3-0 kartada.","Bagamat magkapatid, bigatin ang inaasahang tapatan ng TNT at NLEX lalot ang mananalo ay makikisalo sa No. 1 katabla ang Converge na may 3-0 kartada.",multiple_capital,Correct
9301,"Umabot na sa 721,892 ang tinatamaan ng COVID-19 sa Pilipinas, ayon sa huling taya ng DOH nitong Linggo.","Umabot na sa 721,892 ang tinatamaan ng COVID-19 sa Pilipinas, ayon sa huling taya ng DOH nitong Linggo.",transform_case_lower,Correct
17073,Nagsimula ang kuwentong sitcom ni Lloydie nang in-announce ni Willie Revillame na siya raw ang magpu-produce ng sitcom para sa nagbabalik na aktor.,Nagsimula ang kuwentong sitcom ni Lloydie nang in-announce ni Willie Revillame na siya raw ang magpu-produce ng sitcom para sa nagbabalik na aktor.,replace_nang,Correct
10775,"Kinilala ang magkapatid na nasawi na sina Edmund, 36, at Ramon Articulo, 22, kapwa nakatira sa lugar.","Kinilala ang magkapatid na nasawi na sina Edmund, 36, at Ramon Articulo, 22, kapwa nakatira sa lugar.",change_punc_period,Correct
18086,"Talagang may significant na pagbaba sa percentage ng underemployment rate, kasama na rin yung number ng underemployed...","Talagang may significant na pagbaba sa percentage ng underemployment rate, kasama na rin yung number ng underemployed...",replace_rin,Correct
4342,"Ipagpaumanhin ninyo, pero hindi kami naniniwala sa sapantaha ng iba na kung si Albie Casiño raw ay hindi napagbintangang siyang bumuntis kay Andi Eigenmann, at nagtuloy ang love team nila ni Kathryn Bernardo, siya ngayon ang sikat at hindi si Daniel Padilla.","Ipagpaumanhin ninyo, pero hindi kami naniniwala sa sapantaha ng iba na kung si Albie Casiño raw ay hindi napagbintangang siyang bumuntis kay Andi Eigenmann, at nagtuloy ang love team nila ni Kathryn Bernardo, siya ngayon ang sikat at hindi si Daniel Padilla.",change_punc_period,Correct
20846,"Pag bakla ka, gusto mo maganda hair mo.","Pag bakla ka, gusto mo maganda hair mo.",change_punc_period,Correct
8067,"Binubuo pa lang daw ang casting nito, kaya ayaw pa niyang magbigay ng ibang info.","Binubuo pa lang daw ang casting nito, kaya ayaw pa niyang magbigay ng ibang info.",replace_daw,Correct
19499,Sinabi raw niya sa mga ito na tumawag na sila ng pulis.,Sinabi raw niya sa mga ito na tumawag na sila ng pulis.,add_punc_period,Correct
21914,"Sabi ng isang friend niya, sobra na raw ang ginagawa sa kanya ng girl, pero sagot ng male personality, okey lang daw yun sa kanya!","Sabi ng isang friend niya, sobra na raw ang ginagawa sa kanya ng girl, pero sagot ng male personality, okey lang daw yun sa kanya!",add_punc_emark,Correct
95,Kumolekta rin ang national team ng anim na silver at siyam na bronze medals sa 2019 biennial meet na idinaos sa bansa.,Kumolekta rin ang national team ng anim na silver at siyam na bronze medals sa 2019 biennial meet na idinaos sa bansa.,merge_space,Correct
21727,"Ayon kay Epy, mas madalas siyang maikumpara sa kaniyang amang si Dolphy kaysa kaniyang mga kapatid.","Ayon kay Epy, mas madalas siyang maikumpara sa kaniyang amang si Dolphy kaysa kaniyang mga kapatid.",change_punc_period,Correct
13691,"Nadagdagan pa ng 651 kaso ng mas nakahahawang COVID-19 Delta variant ang naitala sa Pilipinas, ayon sa patuloy na biosurveillance ng Philippine Genome Center.","Nadagdagan pa ng 651 kaso ng mas nakahahawang COVID-19 Delta variant ang naitala sa Pilipinas, ayon sa patuloy na biosurveillance ng Philippine Genome Center.",change_punc_period,Correct
15048,O better yet: Sumali na lang kaya kayo?,O better yet: Sumali na lang kaya kayo?,merge_space,Correct
21503,Malaswa na ang pagsupalpal kay Andrea ng netizen kaya hindi na namin isinama rito.,Malaswa na ang pagsupalpal kay Andrea ng netizen kaya hindi na namin isinama rito.,delete,Correct
3322,"Hindi na naisalba pa ang buhay ng biktima na nakilalang siKlenton Pumatada, 25-anyos, binata at residente ng Brgy. Cabugao, Burdeos, Quezon.","Hindi na naisalba pa ang buhay ng biktima na nakilalang siKlenton Pumatada, 25-anyos, binata at residente ng Brgy. Cabugao, Burdeos, Quezon.",multiple_add_punc_period,Correct
8116,"Noong madaling araw, kinuha raw ang lalaki para ilipat sa ibang sasakyan.","Noong madaling araw, kinuha raw ang lalaki para ilipat sa ibang sasakyan.",replace_raw,Correct
20048,Nagbigay rin sila ng opinion tungkol kay Kris Aquino na dumaraan ngayon sa health crisis at ang nangyari sa kanila ng ex-fiance na si Mel Sarmiento.,Nagbigay rin sila ng opinion tungkol kay Kris Aquino na dumaraan ngayon sa health crisis at ang nangyari sa kanila ng ex-fiance na si Mel Sarmiento.,merge_hyphen,Correct
675,"Col. Barnard Danie Dasugo, hepe ng pulisya rito, ang napatay na suspek na si Dennis Enage ng Sitio Embuscado, Brgy.","Col. Barnard Danie Dasugo, hepe ng pulisya rito, ang napatay na suspek na si Dennis Enage ng Sitio Embuscado, Brgy.",delete,Correct
21556,Unti-unti nang nagbubunga ang pagsisikap ni Jaja Santiago na kasalukuyang may ipinapata-yong two-storey house na isa sa mga pangarap nito.,Unti-unti nang nagbubunga ang pagsisikap ni Jaja Santiago na kasalukuyang may ipinapata-yong two-storey house na isa sa mga pangarap nito.,replace_nang,Correct
16966,"Si Mama Susan Co, imagine mo sa status sa buhay, ang social level, pero para lang ordinaryong tao na ang husay makisama.","Si Mama Susan Co, imagine mo sa status sa buhay, ang social level, pero para lang ordinaryong tao na ang husay makisama.",transform_case_lower,Correct
21487,"Hindi pa naman daw nila ito pinag-uusapan ni Roselle sabi ni Leo, pero natutuwa sila dahil pagkatapos ng pelikulang ito, kinuha uli siya ni Roselle para sa Regal Studio Presents sa GMA 7 na mapapanood sa Linggo na pinamagatang Ethans Return.","Hindi pa naman daw nila ito pinag-uusapan ni Roselle sabi ni Leo, pero natutuwa sila dahil pagkatapos ng pelikulang ito, kinuha uli siya ni Roselle para sa Regal Studio Presents sa GMA 7 na mapapanood sa Linggo na pinamagatang Ethans Return.",replace_daw,Correct
4289,"Pero ang hindi ko talaga inasahan, na tiyak ko na utang na loob ko na naman kay Usec Honey Rose iyon pagdating ng isang PSG sa bahay ko na may dalang ayuda mula sa Office of the President.","Pero ang hindi ko talaga inasahan, na tiyak ko na utang na loob ko na naman kay Usec Honey Rose iyon pagdating ng isang PSG sa bahay ko na may dalang ayuda mula sa Office of the President.",transform_split_hyphen,Correct
6968,"Kaya lang ang option nasa dealer kung ano ang gagawin niya, ayon kay Raquedan.","Kaya lang ang option nasa dealer kung ano ang gagawin niya, ayon kay Raquedan.",transform_verb_contobj,Correct
17626,Usap-usapan pa rin hanggang ngayon kung ano ba talagang status ng pagsasama nila ng asawang senador dahil pareho silang nananahimik though ang lakas ng ugong na hiwalay na nga diumano sila.,Usap-usapan pa rin hanggang ngayon kung ano ba talagang status ng pagsasama nila ng asawang senador dahil pareho silang nananahimik though ang lakas ng ugong na hiwalay na nga diumano sila.,add_punc_period,Correct
9291,Halos napuno ng mga residente mula sa naturang lungsod at ibat ibang bayan ng lalawigan ang kahabaan ng kalye at nag-unahang makahuli ng pinakawalang mga baka.,Halos napuno ng mga residente mula sa naturang lungsod at ibat ibang bayan ng lalawigan ang kahabaan ng kalye at nag-unahang makahuli ng pinakawalang mga baka.,transform_insert_hyphen,Correct
10824,"Pati nga ako, ginagamit ko raw si Maine.","Pati nga ako, ginagamit ko raw si Maine.",replace_raw,Correct
14735,"Dahil may mga pagkain at inuming alak, inaasahan na may mga nagtanggal ng face mask sa ilang nakipaglamay.","Dahil may mga pagkain at inuming alak, inaasahan na may mga nagtanggal ng face mask sa ilang nakipaglamay.",transform_verb_incobj,Correct
15244,"Base sa transcript ng korte, sinabihan ni Lorredo ang dalawa sa gitna ng preliminary investigation na galit ang Diyos sa mga bakla at. Ngunit ayon sa SC, walang lugar ang naturang mga komento sa ‘courts of law’ at nilabag ni Lorredo ang New Code of Judicial Conduct.","Base sa transcript ng korte, sinabihan ni Lorredo ang dalawa sa gitna ng preliminary investigation na galit ang Diyos sa mga bakla at. Ngunit ayon sa SC, walang lugar ang naturang mga komento sa ‘courts of law’ at nilabag ni Lorredo ang New Code of Judicial Conduct.",multiple_change_punc_period,Correct
20353,"Kaya yung mga ganon, hindi na lang po namin pinapansin kasi pag alam mo naman na hindi totoo huwag mo na pag-ukulan pa ng lakas, mahaba niyang opinyon tungkol sa mga nagsasabi na hindi sila nakakatulong sa maliliit na naghahanap-buhay roon.","Kaya yung mga ganon, hindi na lang po namin pinapansin kasi pag alam mo naman na hindi totoo huwag mo na pag-ukulan pa ng lakas, mahaba niyang opinyon tungkol sa mga nagsasabi na hindi sila nakakatulong sa maliliit na naghahanap-buhay roon.",transform_insert_hyphen,Correct
16738,"Cavite, Philippines — Nasabat ng puwersa ng pulisya sa isang drugbust ang may P3.5.","Cavite, Philippines — Nasabat ng puwersa ng pulisya sa isang drugbust ang may P3.5.",replace_ng,Correct
5151,Sinundan ito nang biglang pagbukas ng kinalalagyan nitong na salaming eskaparete at naka-lock.,Sinundan ito nang biglang pagbukas ng kinalalagyan nitong na salaming eskaparete at naka-lock.,replace_nang,Correct
9695,"Kung minsan, nasisiksik nila ang ibang hilera ng ngipin kaya nagdudulot ng pananakit.","Kung minsan, nasisiksik nila ang ibang hilera ng ngipin kaya nagdudulot ng pananakit.",add_punc_period,Correct
7229,"Sa isang public briefing, sinabi ni Department of Social Welfare and Development (DSWD) Assistant Bureau Director Miramel Laxa na hanggang nitong Marso 20, nasa 32,661 pamilya o 151,463 indibidwal na ang nakakaranas ng epekto ng oil spill, na dulot nang paglubog ng motor tanker na MT Princess Empress.","Sa isang public briefing, sinabi ni Department of Social Welfare and Development (DSWD) Assistant Bureau Director Miramel Laxa na hanggang nitong Marso 20, nasa 32,661 pamilya o 151,463 indibidwal na ang nakakaranas ng epekto ng oil spill, na dulot nang paglubog ng motor tanker na MT Princess Empress.",replace_nang,Correct
