Original Sentence,Gold Sentence,Correction,Correct or Incorrect
"Kapag gusto niyang panoorin 'yung Blackpink kasi crush niya si Jennie, tinutukso niya 'O bagay kayo ni Jennie.","Kapag gusto niyang panoorin 'yung Blackpink kasi crush niya si Jennie, tinutukso siya 'O bagay kayo ni Jennie.",replace_siya,Incorrect
Hindi lang siya sa Pilipinas mapapanood,Hindi lang siya sa Pilipinas mapapanood.,add_punc_period,Incorrect
"Mapapagod siya, mapupuyat, kaya siguradong magbabawas pa siya ng timbang","Mapapagod siya, mapupuyat, kaya siguradong magbabawas pa siya ng timbang.",add_punc_period,Incorrect
"Kahit na mahirap, kahit na hindi siya comfortable dun sa situation dahil pinaniwalaan talaga siya na, 'yun 'yung tama.","Kahit na mahirap, kahit na hindi siya comfortable dun sa situation dahil naniniwala talaga siya na, 'yun 'yung tama.",transform_verb_incact,Incorrect
Sinabi pa ni Verceles na napilitang makipagpalitan ng putok ang mga operatiba sa m ga armadong grupo na tumagal ng 40 minuto ang engkuwentro.,Sinabi pa ni Verceles na napilitang makipagpalitan ng putok ang mga operatiba sa mga armadong grupo na tumagal ng 40 minuto ang engkuwentro.,merge_space,Incorrect
"Ayon sa mga team officials, kailangan ng mga players ng mahaba-habang panahon para mag-ensayo upang maibalik ang magandang kondisyon bago simulan ang liga","Ayon sa mga team officials, kailangan ng mga players ng mahaba-habang panahon para mag-ensayo upang maibalik ang magandang kondisyon bago simulan ang liga.",add_punc_period,Incorrect
"Ipatutupad ang truck ban mula lunes hanggang Sabado, maliban kapag holiday, mula alas-sais hanggang alas-10:00 ng umaga at alas-kuwatro ng hapon hanggang alas-otso ng gabi.","Ipatutupad ang truck ban mula Lunes hanggang Sabado, maliban kapag holiday, mula alas-sais hanggang alas-10:00 ng umaga at alas-kuwatro ng hapon hanggang alas-otso ng gabi.",transform_case_capital,Incorrect
"Meron-kaming curfew, may cut-off kami, aniya pa.","Meron kaming curfew, may cut-off kami, aniya pa.",transform_split_hyphen,Incorrect
"Ayon sa ulat ng MMDA na ibinahagi sa MIAA, may kabuuang 35 na paglabag ang naitala, 29 rito ay nabigyan ng ticket.","Ayon sa ulat ng MMDA na ibinahagi sa MIAA, may kabuuang 35 na paglabag ang naitala, 29 dito ay nabigyan ng ticket.",replace_dito,Incorrect
"""Okay lang 'yan kasi alam mo mayroon tayong ganito, ganito, ganito","""Okay lang 'yan kasi alam mo mayroon tayong ganito, ganito, ganito.",add_punc_period,Incorrect
"Pero iyong-nagbubunganga pa rin hanggang ngayon, parang ang gusto lang ay mapansin kaya hindi na dapat pinapatulan.","Pero iyong nagbubunganga pa rin hanggang ngayon, parang ang gusto lang ay mapansin kaya hindi na dapat pinapatulan.",transform_split_hyphen,Incorrect
Sinabi ni MMDA Chairman Benhur Abalos na mapapabilis din ang biyahe biyahe ng mga motorista sa muling pagbubukas ng U-turn slot dahil hindi na kailangan pang lumayo.,Sinabi ni MMDA Chairman Benhur Abalos na mapapabilis din ang biyahe ng mga motorista sa muling pagbubukas ng U-turn slot dahil hindi na kailangan pang lumayo.,delete,Incorrect
"Kaya nung huling dumalaw niya si Vhong, sinabihan daw niyan huwag nang mag-alala, dahil sila ng mga abogado ang bahala na humarap sa kasong ito.","Kaya nung huling dinalaw niya si Vhong, sinabihan daw niyan huwag nang mag-alala, dahil sila ng mga abogado ang bahala na humarap sa kasong ito.",transform_verb_compobj,Incorrect
"Ng hindi matiis ng aktres ang sakit sa katawan, nagpaalam na siyang lalabas sa lock-in para magpa-doctor.","Nang hindi matiis ng aktres ang sakit sa katawan, nagpaalam na siyang lalabas sa lock-in para magpa-doctor.",replace_nang,Incorrect
"Naku, Ateng Salve, alam mo ba ang biruan ngayon ng ibang mga taga-ABS-CBN after na lumabas ang news na magtatapos na sa buwan ng April ang FPJs Ang Probinsyano!","Naku, Ateng Salve, alam mo ba ang biruan ngayon ng ibang mga taga-ABS-CBN after na lumabas ang news na magtatapos na sa buwan ng April ang FPJs Ang Probinsyano?",change_punc_qmark,Incorrect
Tumaas ang ang presyo ng noche buena items mula 10% hanggang 27% ngayong taon kumpara noong nakaraang taon.,Tumaas ang presyo ng noche buena items mula 10% hanggang 27% ngayong taon kumpara noong nakaraang taon.,delete,Incorrect
"Bibilang paghahanda, nagsagawa na ng renobasyon ang airport.","Bilang paghahanda, nagsagawa na ng renobasyon ang airport.",transform_verb_base,Incorrect
Kasalukuyang-nasa Sorsogon pa si John Lloyd.,Kasalukuyang nasa Sorsogon pa si John Lloyd.,transform_split_hyphen,Incorrect
"Lahad pa ng traffic czar, bagamat nagkakaroon pa rin ng buildup ng trapiko papuntang Makati, madali na lang sila itong nasosolusyunan.","Lahad pa ng traffic czar, bagamat nagkakaroon pa rin ng buildup ng trapiko papuntang Makati, madali na lang nila itong nasosolusyunan.",replace_nila,Incorrect
"Pagbibintangan ka, tapos-ang kasunod sisiraan ka na sa social media.","Pagbibintangan ka, tapos ang kasunod sisiraan ka na sa social media.",transform_split_hyphen,Incorrect
"Sa pamilya ng mga Estrada o Ejercito, sina Jake Ejercito at Jolo Estrada na ang seryoso ngayon sa pag-aartista!","Sa pamilya ng mga Estrada o Ejercito, sina Jake Ejercito at Jolo Estrada na ang seryoso ngayon sa pag-aartista.",change_punc_period,Incorrect
"Birth month rin ni Kris Aquino ang Pebrero, pero tulad ng dati tahimik lang na celebration para kay Kris.","Birth month din ni Kris Aquino ang Pebrero, pero tulad ng dati tahimik lang na celebration para kay Kris.",replace_din,Incorrect
Pero pinag-ingat niya aniya noon ni dating pangulong Rodrigo­ Duterte dahil baka walang maiwang nurses sa Pilipinas.,Pero pinag-ingat siya aniya noon ni dating pangulong Rodrigo­ Duterte dahil baka walang maiwang nurses sa Pilipinas.,replace_siya,Incorrect
Giit rin ni Buensuceso na noong 2016 arbitral ruling ay napatunayan nang walang timbang pagdating sa batas ang paninindigan ng China tungkol sa kanila umanong ‘historic rights’ sa South China Sea.,Giit din ni Buensuceso na noong 2016 arbitral ruling ay napatunayan nang walang timbang pagdating sa batas ang paninindigan ng China tungkol sa kanila umanong ‘historic rights’ sa South China Sea.,replace_din,Incorrect
Ipinost rin ng aktor ang photo nila na magkaakbay na sinagot din ng sexy actress ng apat na red heart emoticon.,Ipinost din ng aktor ang photo nila na magkaakbay na sinagot din ng sexy actress ng apat na red heart emoticon.,replace_din,Incorrect
Naglabas rin ng saloobin si Fajardo sa kaniyang social media account noong Hunyo 24 para tuldukan na ang lahat dahil nais nitong mamuhay ng tahimik.,Naglabas din ng saloobin si Fajardo sa kaniyang social media account noong Hunyo 24 para tuldukan na ang lahat dahil nais nitong mamuhay ng tahimik.,replace_din,Incorrect
"Sa ulat ng pulisya, alas-11:40 ng gabi ay papauwi na sana ang biktima sasakyan ng kaniyang Baja 110 motorcycle at binabagtas ang nasabing highway.","Sa ulat ng pulisya, alas-11:40 ng gabi ay papauwi na sana ang biktima sakay ng kaniyang Baja 110 motorcycle at binabagtas ang nasabing highway.",transform_verb_base,Incorrect
“nasa bucket list ko this year na GUMAWA talaga ng BL.,“Nasa bucket list ko this year na gumawa talaga ng BL.,transform_case_lower,Incorrect
Isa sa tinututukan ngayon angtambalang Bongbong Marcos at Mayor Inday Sara Duterte na tumatakbo sa pagka-pangulo at ikalawang pangulo.,Isa sa tinututukan ngayon ang tambalang Bongbong Marcos at Mayor Inday Sara Duterte na tumatakbo sa pagka-pangulo at ikalawang pangulo.,transform_split_space,Incorrect
"Ayon naman sa MMDA Traffic Engineering Center, nilalagay sila ng mga traffic advisory signage sa mga alternatibong ruta upang magsilbing gabay sa mga motorista.","Ayon naman sa MMDA Traffic Engineering Center, naglagay sila ng mga traffic advisory signage sa mga alternatibong ruta upang magsilbing gabay sa mga motorista.",transform_verb_compact,Incorrect
"Itong tatlo ang pinagpipilian ko: Either tatakbo sa highest position or magbalik sa Senado or mag-give up na sa politika, sabi ni Pacquiao.","Itong tatlo ang pinagpipilian ko: Either tumakbo sa highest position or magbalik sa Senado or mag-give up na sa politika, sabi ni Pacquiao.",transform_verb_compact,Incorrect
Huling makakakita si Araman sa Olongapo City.,Huling nakita si Araman sa Olongapo City.,transform_verb_compobj,Incorrect
Matatandaan na ipinagawa ni Manila City Mayor Isko Moreno ang mga palamuting lamp post sa Jones Bridge na nawawalan ng kuryente kuryente dahil sa mga kawatan.,Matatandaan na ipinagawa ni Manila City Mayor Isko Moreno ang mga palamuting lamp post sa Jones Bridge na nawawalan ng kuryente dahil sa mga kawatan.,delete,Incorrect
"Ayon kay Health Secretary Maria Rosario Vergeire na nagsabing sa kasalukuyang pag-aanalisa, hindi pa maging kumpiyansa dahil maaari pang tumaas ang kaso. hinihikayat nila ang publiko na ipagpatuloy ang pagsunod sa minimum public standards at ang mga hindi pa bakunado ay magpabakuna na.","Ayon kay Health Secretary Maria Rosario Vergeire na nagsabing sa kasalukuyang pag-aanalisa, hindi pa maging kumpiyansa dahil maaari pang tumaas ang kaso. Hinihikayat nila ang publiko na ipagpatuloy ang pagsunod sa minimum public standards at ang mga hindi pa bakunado ay magpabakuna na.",multiple_capital,Incorrect
"Itinanggi ng Department of Health (DOH) ang pagkakaroon ng ""outbreak"" ng cholera sa Pilipinas sa kabila ng biglaang pagtaas ng bumilang ng nahahawaan nito sa Pilipinas ngayon kumpara sa parehong panahon noong 2021.","Itinanggi ng Department of Health (DOH) ang pagkakaroon ng ""outbreak"" ng cholera sa Pilipinas sa kabila ng biglaang pagtaas ng bilang ng nahahawaan nito sa Pilipinas ngayon kumpara sa parehong panahon noong 2021.",transform_verb_base,Incorrect
"Eh, ako ang katatanong niya ng balita, siya pala ang maraming kuwento.","Eh, ako ang tinatanong niya ng balita, siya pala ang maraming kuwento.",transform_verb_incobj,Incorrect
Nauna nang sinabi ni Marcos na inasahan na nila ang tuluy-tuloy na supply ng fertilizer inputs na kailangan ng mga mga magsasaka.,Nauna nang sinabi ni Marcos na inasahan na nila ang tuluy-tuloy na supply ng fertilizer inputs na kailangan ng mga magsasaka.,delete,Incorrect
Sumama daw ang loob niya kay Bincai kaya pinagbakasyon niya ng four weeks.,Sumama raw ang loob niya kay Bincai kaya pinagbakasyon niya ng four weeks.,replace_raw,Incorrect
Ayon kay Romnick ay mas lalo pa niyang pagbubutihin ngayon ang trabaho bilang isang aktor,Ayon kay Romnick ay mas lalo pa niyang pagbubutihin ngayon ang trabaho bilang isang aktor.,add_punc_period,Incorrect
"Pero hindi tulad ng mga karne o manok na kasama sa mga u nang isinasalang kapag nagluluto ng sinigang, sa sinigang na tinapa--huling ilalagay ang tinapa.","Pero hindi tulad ng mga karne o manok na kasama sa mga unang isinasalang kapag nagluluto ng sinigang, sa sinigang na tinapa--huling ilalagay ang tinapa.",merge_space,Incorrect
Nabatid na naobserbahan din ng COA na hindi din nakasaad ang deskripsiyon at dami ng mga ipinamahaging goods sa mga residente.,Nabatid na naobserbahan din ng COA na hindi rin nakasaad ang deskripsiyon at dami ng mga ipinamahaging goods sa mga residente.,replace_rin,Incorrect
Handa na si chairman William ‘Butch’ Ramirez na iwan ang Philippine Sports Commission (PSC) kasabay ng pagbabago ng administrasyon sa sunod na taon.,Handa na si chairman William ‘Butch’ Ramirez na iwan ang Philippine Sports Commission (PSC) kasabay ng pagbabago ng administrasyon sa susunod na taon.,transform_verb_contact,Incorrect
"Ng makawala sa kanyang pagkatali, agad daw siyang humingi ng tulong sa mga awtoridad.","Nang makawala sa kanyang pagkatali, agad daw siyang humingi ng tulong sa mga awtoridad.",replace_nang,Incorrect
Idagdag mo pa na talagang kahit saan pumunta si Manny nandun ang crowd na sumusunod sa kanya?,Idagdag mo pa na talagang kahit saan pumunta si Manny nandun ang crowd na sumusunod sa kanya.,change_punc_period,Incorrect
"Kuwento pa niya, hindi niya pinalabas sa Pinay kaya naisip niya na baka ang foreigner nakalaan para sa kaniya nag-add siya nang marami.","Kuwento pa niya, hindi siya pinalabas sa Pinay kaya naisip niya na baka ang foreigner nakalaan para sa kaniya nag-add siya nang marami.",replace_siya,Incorrect
Gayunman sinabi ni DAVID na ito ayprojectionsniyalamangat maaaring may maganap na pagbabago.,Gayunman sinabi ni David na ito ayprojectionsniyalamangat maaaring may maganap na pagbabago.,transform_case_capital,Incorrect
"Sa idinaos na situation briefing sa bagyong ‘Odette’ sa Maasin, Southern Leyte, sinabi ni Pangulong Duterte na halos ubos na ang pondo ng pamahalaan dahil ang malaking bulto nito ay ginastos sa paglaban sa COVID-19 simula ng tumaas ang mga kaso nito sa bansa noong nakaraang taon hanggang sa paglulunsad ng vaccination program para sa paglaban rito noong Marso.","Sa idinaos na situation briefing sa bagyong ‘Odette’ sa Maasin, Southern Leyte, sinabi ni Pangulong Duterte na halos ubos na ang pondo ng pamahalaan dahil ang malaking bulto nito ay ginastos sa paglaban sa COVID-19 simula ng tumaas ang mga kaso nito sa bansa noong nakaraang taon hanggang sa paglulunsad ng vaccination program para sa paglaban dito noong Marso.",replace_dito,Incorrect
Ang mga ganung bagay ay gusto niya sa kanila na lang yun at ng ng kanilang pamilya.,Ang mga ganung bagay ay gusto niya sa kanila na lang yun at ng kanilang pamilya.,delete,Incorrect
"Real, Quezon, Philippines — Nakaligtas sa tiyak na kapahamakan ang limang crew ng isang bangka na may kargang COVID-19 vaccine vaccine na dadalhin sa Polilio Group of Islands (POGI) makaraang makalipat agad sila sa isang nagdaraang motorized banca kasama ang mga bakuna sa Port of Real na sakop ng Barangay Ungos kamakalawa ng umaga.","Real, Quezon, Philippines — Nakaligtas sa tiyak na kapahamakan ang limang crew ng isang bangka na may kargang COVID-19 vaccine na dadalhin sa Polilio Group of Islands (POGI) makaraang makalipat agad sila sa isang nagdaraang motorized banca kasama ang mga bakuna sa Port of Real na sakop ng Barangay Ungos kamakalawa ng umaga.",delete,Incorrect
"Nakasakay din si Ligas at iba pang volunteers sa at pagkatapos, nilibre ni Diokno ang mga volunteer ng hapunan, kung saan kasama sa kanilang kinain ang mga specialty ng Cebu gaya ng lechon at tuslob buwa.","Nakasakay rin si Ligas at iba pang volunteers sa at pagkatapos, nilibre ni Diokno ang mga volunteer ng hapunan, kung saan kasama sa kanilang kinain ang mga specialty ng Cebu gaya ng lechon at tuslob buwa.",replace_rin,Incorrect
"Dahil sa Talk to the People, sabi naman ni presidente kinuha ang kanyang antibodies at napakataas ng kanyang antibody count, ani Roque.","Dahil sa Talk to the People, sabi naman ni Presidente kinuha ang kanyang antibodies at napakataas ng kanyang antibody count, ani Roque.",transform_case_capital,Incorrect
"Nang masiguro nito na ilegal ang naganap na mga transaksyon sa suspek, hihingi na ng tulong sa pulisya ang biktima at ikinasa ang entrapment operation dakong alas-12:30 ng tanghali laban sa suspek.","Nang masiguro nito na ilegal ang naganap na mga transaksyon sa suspek, humingi na ng tulong sa pulisya ang biktima at ikinasa ang entrapment operation dakong alas-12:30 ng tanghali laban sa suspek.",transform_verb_compact,Incorrect
Hindi kayang gamutin ng basta tableta lang ang masasakit-matitinding salitang ibinabato ngayon laban sa kanya. Hindi rin yun mapaglulubag lang ng basta pasensiya na,Hindi kayang gamutin ng basta tableta lang ang masasakit-matitinding salitang ibinabato ngayon laban sa kanya. Hindi rin yun mapaglulubag lang ng basta pasensiya na.,multiple_add_punc_period,Incorrect
"Ngayon nga naman, humilata man sila nang bonggang-bongga, e, wala silang buyer ng karneng buhay, takot na takot ang mga clients nila?","Ngayon nga naman, humilata man sila nang bonggang-bongga, e, wala silang buyer ng karneng buhay, takot na takot ang mga clients nila!",change_punc_emark,Incorrect
"Ginagawa na nga lang biro na wag na raw mag-ulam pero sa totoo lang, napakasakit nito para sa manggagawa?","Ginagawa na nga lang biro na wag na raw mag-ulam pero sa totoo lang, napakasakit nito para sa manggagawa!",change_punc_emark,Incorrect
"Ni Victoria Tulad, sinabing ang Sirao Garden Little Amsterdam ay isang hektaryang lupain na tinaniman ng makukulay na halaman at bulaklak na nakakita sa Cebu City.","Ni Victoria Tulad, sinabing ang Sirao Garden Little Amsterdam ay isang hektaryang lupain na tinaniman ng makukulay na halaman at bulaklak na makikita sa Cebu City.",transform_verb_contobj,Incorrect
Dala ng kaniyang kapatid dahil hihingi raw ng piso sa kanilang nanay.,Dinala ng kaniyang kapatid dahil hihingi raw ng piso sa kanilang nanay.,transform_verb_compobj,Incorrect
Noon pa man daw ay tumutulong na niya pero hindi sapat dahil na rin sa limitasyon sa pinansiyal.,Noon pa man daw ay tumutulong na siya pero hindi sapat dahil na rin sa limitasyon sa pinansiyal.,replace_siya,Incorrect
Pakisagot-lang nito.,Pakisagot lang nito.,transform_split_hyphen,Incorrect
"Ayon pa kay Vergeire, karamihan sa mga lugar sa bansa ay puwede nang ilagay sa pinakamababang alert level pero patuloy na nagiingat ang DOH para mapigilan ang pagpasok ng Omicron variant sa ating mga komunidad.","Ayon pa kay Vergeire, karamihan sa mga lugar sa bansa ay puwede nang ilagay sa pinakamababang alert level pero patuloy na nag-iingat ang DOH para mapigilan ang pagpasok ng Omicron variant sa ating mga komunidad.",transform_insert_hyphen,Incorrect
"Sabi nga ni SenatorTito sotto,totoo namangmay mga nangyayaring corruption, buti at nahalungkat.","Sabi nga ni SenatorTito Sotto,totoo namangmay mga nangyayaring corruption, buti at nahalungkat.",transform_case_capital,Incorrect
"Umaasa na ang pagtaas pa ng presyo ng krudo sa susunod na linggo, pero bababa naman ang presyo ng gasolina.","Inaasahan na ang pagtaas pa ng presyo ng krudo sa susunod na linggo, pero bababa naman ang presyo ng gasolina.",transform_verb_incobj,Incorrect
"Sa ulat mula kay P/Lieutenant Michael Batoctoy,hepe ng pulisya sa lungsod na ito, nakatanggap sila ng tawag mula sa ilang concerned citizen hinggil sa pag aamok ng suspek na nakilalang si Gerardo Espinar, nasa hustong gulang at kapatid ng biktimang si Danilo.","Sa ulat mula kay P/Lieutenant Michael Batoctoy,hepe ng pulisya sa lungsod na ito, nakatanggap sila ng tawag mula sa ilang concerned citizen hinggil sa pag-aamok ng suspek na nakilalang si Gerardo Espinar, nasa hustong gulang at kapatid ng biktimang si Danilo.",merge_hyphen,Incorrect
"Kasi bata palang ako nu'n eh, parang isang iglap wala na akong katabing magulang.","Kasi bata pa lang ako nu'n eh, parang isang iglap wala na akong katabing magulang.",transform_split_space,Incorrect
"Mas ganado pa si Hannah dahil bukod sa kaniyang pamilya, nanonood din nang live ang kaniyang nobyo.","Mas ganado pa si Hannah dahil bukod sa kaniyang pamilya, manonood din nang live ang kaniyang nobyo.",transform_verb_contact,Incorrect
Ganun ako eh?,Ganun ako eh.,change_punc_period,Incorrect
"Maganda rin naman ang pananaw ng aktres, kapag laging may kasasagot sa kanilang pangangailangan, magiging relax na relax lang ang mister niya at tatamarin nang magtrabaho.","Maganda rin naman ang pananaw ng aktres, kapag laging may sumasagot sa kanilang pangangailangan, magiging relax na relax lang ang mister niya at tatamarin nang magtrabaho.",transform_verb_incact,Incorrect
Umiskor si Dennis Schröder ng 21 points kasama ang dalawang free throws sa sa huling 8.4.,Umiskor si Dennis Schröder ng 21 points kasama ang dalawang free throws sa huling 8.4.,delete,Incorrect
"Samantala, 10,193 ang pasa sa secondary level mula sa 20,191 na kumuha ng exam, katumbas ng 50.48%.","Samantala, 10,193 ang pumasa sa secondary level mula sa 20,191 na kumuha ng exam, katumbas ng 50.48%.",transform_verb_compact,Incorrect
"Ayon sa energy ministy ng Sri Lanka, ilang kargamento ng langis na aasa nilang dumating noong nakaraang linggo ang naudlot pati na rin ang mga parating sanang pagkain at gamot sa susunod na mga araw bunsod ng problema sa bangko.","Ayon sa energy ministy ng Sri Lanka, ilang kargamento ng langis na inaasahan nilang dumating noong nakaraang linggo ang naudlot pati na rin ang mga parating sanang pagkain at gamot sa susunod na mga araw bunsod ng problema sa bangko.",transform_verb_incobj,Incorrect
Ikinasa ni Robredo ang hamon kay Marcos dahil niya na lang ang hindi humaharap sa taumbayan sa isang debate kasama ang iba pang kandidato.,Ikinasa ni Robredo ang hamon kay Marcos dahil siya na lang ang hindi humaharap sa taumbayan sa isang debate kasama ang iba pang kandidato.,replace_siya,Incorrect
Anong ipon mo sa sarili mo,Anong ipon mo sa sarili mo?,add_punc_qmark,Incorrect
"Isa ngayon ang partido ni Digong na PDP-Laban sa mga nanghihikayat kay Duterte na tumakbo sa pagkabise sa 2022? Sa ilalim ng 1987 Constitution, bawal uling tumakbo sa pagkapangulo ang kasalukuyang presidente, pero pinangangambahan ngayon ang posibilidad na makaupo uli siya kung hindi makagampan ang mananalong pangulo.","Isa ngayon ang partido ni Digong na PDP-Laban sa mga nanghihikayat kay Duterte na tumakbo sa pagkabise sa 2022. Sa ilalim ng 1987 Constitution, bawal uling tumakbo sa pagkapangulo ang kasalukuyang presidente, pero pinangangambahan ngayon ang posibilidad na makaupo uli siya kung hindi makagampan ang mananalong pangulo.",multiple_change_punc_period,Incorrect
Sagot ni ms.,Sagot ni Ms.,transform_case_capital,Incorrect
"At ang naririnig lang nating nagsasalita tungkol sa kanila, si Robin Padilla, ama ni Kylie kung saan nga nilinaw siya ang ibig sabihin na natural sa lalaki ang nambababae.","At ang naririnig lang nating nagsasalita tungkol sa kanila, si Robin Padilla, ama ni Kylie kung saan nga nilinaw niya ang ibig sabihin na natural sa lalaki ang nambababae.",replace_niya,Incorrect
"Oo, kaibigan nating lahat. Hello, JL! i hope youre happy! sagot ni Ruffa at nagbigay mensahe rin kay John Lloyd.","Oo, kaibigan nating lahat. Hello, JL! I hope youre happy! sagot ni Ruffa at nagbigay mensahe rin kay John Lloyd.",multiple_capital,Incorrect
"Bumaba ang biktima, mula sa sinakyan niyang tricycle, habang tumigil sa harapan ng tricycle ang nag-iisang salarin na sinasakyan ng motorsiklo.","Bumaba ang biktima, mula sa sinakyan niyang tricycle, habang tumigil sa harapan ng tricycle ang nag-iisang salarin na sakay ng motorsiklo.",transform_verb_base,Incorrect
Ay possible na rin daw na makagawa ng sexy film ang aktor!,Ay possible na rin daw na makagawa ng sexy film ang aktor.,change_punc_period,Incorrect
Binibiro nga naming magiging Madam Mauring na kaya si Maureen dahil sa panghuhula niya,Binibiro nga naming magiging Madam Mauring na kaya si Maureen dahil sa panghuhula niya?,add_punc_qmark,Incorrect
May karagdagan rin na 5 buwan na hiwalay na suspension ang katutubong mayor dahil naman di-umano sa graft and corruption (Section 3 (h) of Republic Act 3019).,May karagdagan din na 5 buwan na hiwalay na suspension ang katutubong mayor dahil naman di-umano sa graft and corruption (Section 3 (h) of Republic Act 3019).,replace_din,Incorrect
"Bagamat hindi pa raw gaano kataas ang MGA nagpapaturok, inaasahan nilang darami pa ito sa mga susunod na araw para maprotektahan ang mga pangunahing humaharap sa nakamamatay na virus.","Bagamat hindi pa raw gaano kataas ang mga nagpapaturok, inaasahan nilang darami pa ito sa mga susunod na araw para maprotektahan ang mga pangunahing humaharap sa nakamamatay na virus.",transform_case_lower,Incorrect
Wala pa raw muna siyang masasabi kaugnay diyan dahil wala pa namang desisyon tungkol dito.,Wala pa raw muna siyang masasabi kaugnay riyan dahil wala pa namang desisyon tungkol dito.,replace_riyan,Incorrect
Solido rin ang La Salle na nakasakay sa dalawang sunod na mananalo kung saan nasilayan ang paglalaro ni transferee Mark Nonoy na galing sa UST.,Solido rin ang La Salle na nakasakay sa dalawang sunod na panalo kung saan nasilayan ang paglalaro ni transferee Mark Nonoy na galing sa UST.,transform_verb_base,Incorrect
"Gusto namin yung linya ni Cesar as Marcos na probinsiyano kasi sila at hindi elitista. Walang pangalang pinatatamaan pero tumatagos, huh","Gusto namin yung linya ni Cesar as Marcos na probinsiyano kasi sila at hindi elitista. Walang pangalang pinatatamaan pero tumatagos, huh!",multiple_add_punc_emark,Incorrect
"Nagsisimula na tayo ngayon na pagsama-samahin ang sistema kung saan maaari silang isama sa sistema ng financing hihindian lamang sa mga pampublikong bangko kundi pati na rin sa mga pribadong bangko para rito, diin ng Commander-in-Chief.","Nagsisimula na tayo ngayon na pagsama-samahin ang sistema kung saan maaari silang isama sa sistema ng financing hindi lamang sa mga pampublikong bangko kundi pati na rin sa mga pribadong bangko para rito, diin ng Commander-in-Chief.",transform_verb_base,Incorrect
"Aktor, nag-sorry sa paninigaw ng isumbong ng aktres sa karelasyong pulitiko.","Aktor, nag-sorry sa paninigaw nang isumbong ng aktres sa karelasyong pulitiko.",replace_nang,Incorrect
"Mas gusto ko yung pupunta kayo sa akin kasi natutuwa kayo sa binebenta ko, saad niya.","Mas gusto ko yung pumupunta kayo sa akin kasi natutuwa kayo sa binebenta ko, saad niya.",transform_verb_incact,Incorrect
Maligayang-maligaya nila ngayon ng isang male personality na napakagaling lumusot sa mga problema sa lovelife niya!,Maligayang-maligaya sila ngayon ng isang male personality na napakagaling lumusot sa mga problema sa lovelife niya!,replace_sila,Incorrect
"Sa palagay ko nalalapit na tayo doon sapagkat sa aming pag-uusap kanina, meron nang tinutumbok subalit Im not at liberty to say to you kung ano ang mga pangalan at pagkakakilanlan.","Sa palagay ko nalalapit na tayo roon sapagkat sa aming pag-uusap kanina, meron nang tinutumbok subalit Im not at liberty to say to you kung ano ang mga pangalan at pagkakakilanlan.",replace_roon,Incorrect
Lumipat lang siya ng lugar na malayo sa male personality?,Lumipat lang siya ng lugar na malayo sa male personality!,change_punc_emark,Incorrect
"Ibinahagi rin niya na importante sa celebration ang tikoy for harmony and balance, puwedeng buchi para dumikit ang mga suwerte, pansit for long life, steamed fish na dapat nasa gitna ng table daw dahil nagre-represent ito ng abundance at prutas para pumasok ang suwerte like ponkan.","Ibinahagi rin niya na importante sa celebration ang tikoy for harmony and balance, puwedeng buchi para dumikit ang mga suwerte, pansit for long life, steamed fish na dapat nasa gitna ng table raw dahil nagre-represent ito ng abundance at prutas para pumasok ang suwerte like ponkan.",replace_raw,Incorrect
Tumutok sa Kapuso Movie Festival at panoorin ang enchanting love story sa Shrek 2? Maglalakbay sina Shrek at Fiona papuntang Kingdom of Far Far Away kung saan nagsisilbing hari at reyna ang mga magulang ni Fiona.,Tumutok sa Kapuso Movie Festival at panoorin ang enchanting love story sa Shrek 2. Maglalakbay sina Shrek at Fiona papuntang Kingdom of Far Far Away kung saan nagsisilbing hari at reyna ang mga magulang ni Fiona.,multiple_change_punc_period,Incorrect
"Tahimik lang si Princess, pero napakarami niyang natutulungan sa pamamagitan ngkanyang mga outreach programs na minana niya sa kanilang inang si Mommy Azucena.","Tahimik lang si Princess, pero napakarami niyang natutulungan sa pamamagitan ng kanyang mga outreach programs na minana niya sa kanilang inang si Mommy Azucena.",transform_split_space,Incorrect
"Basahin:'bagong COVID-19 variants': Ano ang mga yan at bakit delikado, kinatatakutan","Basahin:'bagong COVID-19 variants': Ano ang mga yan at bakit delikado, kinatatakutan?",add_punc_qmark,Incorrect
"Sa ngayon aniya, itinaas ni Foreign Affairs Secretary Teodoro Locsin Jr","Sa ngayon aniya, itinaas ni Foreign Affairs Secretary Teodoro Locsin Jr.",add_punc_period,Incorrect
"Its more of to warn our parents, our guardians, mga tao na nag-aalaga sa kanila, mostly sa kanila nanggagaling yung transmission. Sila ang nakakahawa sa kanilang mga anak. Mag-ingat po sila at kung pwede sana magpa-vaccinate na yung hindi pa nagpapa-vaccinate para lalo pong ma-lessen ang chance na mahawa natin ang ating mga anak, paliwanag niya","Its more of to warn our parents, our guardians, mga tao na nag-aalaga sa kanila, mostly sa kanila nanggagaling yung transmission. Sila ang nakakahawa sa kanilang mga anak. Mag-ingat po sila at kung pwede sana magpa-vaccinate na yung hindi pa nagpapa-vaccinate para lalo pong ma-lessen ang chance na mahawa natin ang ating mga anak, paliwanag niya.",multiple_add_punc_period,Incorrect
