Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Kaugnay raw ito ng pagtitipon ng nasa 150 katao sa Liwasang Bonifacio Shrine, Ermita, Manila nitong Martes habang hindi nagsusuot ng face masks at nagra-rally laban sa pagbabakuna ng gobyerno.","Kaugnay raw ito ng pagtitipon ng nasa 150 katao sa Liwasang Bonifacio Shrine, Ermita, Manila nitong Martes habang hindi nagsusuot ng face masks at nagra-rally laban sa pagbabakuna ng gobyerno.","Kaugnay raw ito ng pagtitipon ng nasa aal katao sa Liwasang bonita Shrine, Ermita, Manila nitong Martes habang hindi nagsusuot ng face masks at nagra-rally laban sa pagbabakuna ng gobyerno.","['150', 'Bonifacio']","{'150': ['p57', 'aag', 'aal', 'aam', 'aat'], 'Bonifacio': ['benefactor', 'biniyatiko', 'bonita', 'bonitang', 'bonito']}"
"Posible rin umanong sinundan si Cris ng engkanto mula sa Leyte na pinuntahan niya, at may galit sa kaniya.","Posible rin umanong sinundan si Cris ng engkanto mula sa Leyte na pinuntahan niya, at may galit sa kaniya.","Posible rin umanong sinundan si kris ng engkanto mula sa bente na pinuntahan niya, at may galit sa kaniya.","['Cris', 'Leyte']","{'Cris': ['gris', 'iris', 'kris', 'acres', 'alis'], 'Leyte': ['lente', 'aseyte', 'bente', 'este', 'eye']}"
"Kahit mabilis ang paglago ng ekonomiya bago pumasok ang 2023, duda ang isang research group na mauulit pa ito — ito maliban sa hindi ito naramdaman ng karaniwang tao dahil sa kahirapan at kawalan ng permanenteng trabaho.","Kahit mabilis ang paglago ng ekonomiya bago pumasok ang 2023, duda ang isang research group na mauulit pa ito — ito maliban sa hindi ito naramdaman ng karaniwang tao dahil sa kahirapan at kawalan ng permanenteng trabaho.","Kahit mabilis ang paglago ng ekonomiya bago pumasok ang aaba, duda ang isang research group na mauulit pa ito — ito maliban sa hindi ito naramdaman ng karaniwang tao dahil sa kahirapan at kawalan ng permanenteng trabaho.",['2023'],"{'2023': ['p25', 'p3', 'aaba', 'aag', 'aako']}"
"Sabi pa ni De Guia, na isa ring abogado, kakaianganin ding may arrest warrant laban sa mga huhulihin dahil lalabag na ito sa due process ng Saligang Batas.","Sabi pa ni De Guia, na isa ring abogado, kakaianganin ding may arrest warrant laban sa mga huhulihin dahil lalabag na ito sa due process ng Saligang Batas.","Sabi pa ni De gura, na isa ring abogado, kakaianganin ding may arrest warrant laban sa mga huhulihin dahil lalabag na ito sa due process ng Saligang Batas.",['Guia'],"{'Guia': ['gia', 'gula', 'gura', 'guya', 'aguha']}"
"Paglilinaw pa ni Garcia, 15 minutos lang naman daw ang brownout na nangyari sa ilang lugar, bagay na ""hindi naman gaano katagal,"" wika niya.","Paglilinaw pa ni Garcia, 15 minutos lang naman daw ang brownout na nangyari sa ilang lugar, bagay na ""hindi naman gaano katagal,"" wika niya.","Paglilinaw pa ni garapa, ag minutos lang naman daw ang brownout na nangyari sa ilang lugar, bagay na ""hindi naman gaano katagal,"" wika niya.","['Garcia', '15']","{'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa'], '15': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Parang ito ang nagmana ng pagiging comedian niya.,Parang ito ang nagmana ng pagiging comedian niya.,Parang ito ang nagmana ng pagiging comedian niya.,[],{}
"Ang dalawang water quality monitoring stations malapit sa Dolomite Beach ay nagtala rin ng mababang fecal coliform levels – mula 7,300 MPN/100mL ay naging 1,700 MPN/100mL, at mula 10,200 MPN/100mL ay bumaba sa 2,100 MPN/100mL, ayon sa pagkakasunod.","Ang dalawang water quality monitoring stations malapit sa Dolomite Beach ay nagtala rin ng mababang fecal coliform levels – mula 7,300 MPN/100mL ay naging 1,700 MPN/100mL, at mula 10,200 MPN/100mL ay bumaba sa 2,100 MPN/100mL, ayon sa pagkakasunod.","Ang dalawang water quality monitoring stations malapit sa Dolomite Beach ay nagtala rin ng mababang fecal coliform levels – mula d,aam mun/aal ay naging d,aam mun/aal, at mula ag,aam mun/aal ay bumaba sa d,aam mun/aal, ayon sa pagkakasunod.","['7', '300', 'MPN', '100mL', '1', '700', 'MPN', '100mL', '10', '200', 'MPN', '100mL', '2', '100', 'MPN', '100mL']","{'7': ['b', 'c', 'd', 'e', 'f'], '300': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'MPN': ['man', 'men', 'mun', 'amen', 'amin'], '100mL': ['ml', 'aakma', 'aal', 'aalma', 'aam'], '1': ['b', 'c', 'd', 'e', 'f'], '700': ['aag', 'aal', 'aam', 'aat', 'aaw'], '10': ['ab', 'ad', 'ag', 'ah', 'ak'], '200': ['aag', 'aal', 'aam', 'aat', 'aaw'], '2': ['b', 'c', 'd', 'e', 'f'], '100': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
"Ibabalik sa regular at mas maluwag na General Community Quarantine (GCQ) ang Metro Manila simula Miyerkules sampu ng iba pang mga probinsya at lungsod, ani presidential spokesperson Harry Roque kanina.","Ibabalik sa regular at mas maluwag na General Community Quarantine (GCQ) ang Metro Manila simula Miyerkules sampu ng iba pang mga probinsya at lungsod, ani presidential spokesperson Harry Roque kanina.","Ibabalik sa regular at mas maluwag na General Community Quarantine (act) ang Metro Manila simula Miyerkules sampu ng iba pang mga probinsya at lungsod, ani presidential spokesperson aaray Roque kanina.","['GCQ', 'Harry']","{'GCQ': ['ecq', 'ace', 'act', 'c', 'cc'], 'Harry': ['carry', 'larry', 'aaray', 'aray', 'army']}"
"Malaki ang pasasalamat ng aktor sa pamunuan ng Dreamscape dahil sa pagiging bahagi ng Gold Squad kasama sina Andrea Brillantes, Francine Diaz at Seth Fedelin.","Malaki ang pasasalamat ng aktor sa pamunuan ng Dreamscape dahil sa pagiging bahagi ng Gold Squad kasama sina Andrea Brillantes, Francine Diaz at Seth Fedelin.","Malaki ang pasasalamat ng aktor sa pamunuan ng cremate dahil sa pagiging bahagi ng Gold Squad kasama sina andana brilyanteng, rantine biak at sets berlin.","['Dreamscape', 'Andrea', 'Brillantes', 'Francine', 'Diaz', 'Seth', 'Fedelin']","{'Dreamscape': ['escape', 'creamang', 'cremate', 'damage', 'damsak'], 'Andrea': ['andres', 'adres', 'andana', 'anden', 'anduka'], 'Brillantes': ['brilyante', 'brilliant', 'brilyanteng', 'balances', 'bihilante'], 'Francine': ['franche', 'franchise', 'rantine', 'branding', 'canine'], 'Diaz': ['dial', 'bia', 'biak', 'bias', 'cial'], 'Seth': ['meth', 'set', 'sets', 'bet', 'beta'], 'Fedelin': ['feeling', 'sepelin', 'berlin', 'dalin', 'delfin']}"
Subalit 70% na ng Japanese population doon ang bakunado na kontra virus.,Subalit 70% na ng Japanese population doon ang bakunado na kontra virus.,Subalit ag% na ng kapares population doon ang bakunado na kontra virus.,"['70', 'Japanese']","{'70': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Japanese': ['apanas', 'balanse', 'kapares', 'manganese', 'mapanis']}"
Nagsimula na sa ensayo si Pacquiao upang paghandaan ang kanyang susunod na laban matapos ang mahigit isang taong pagkakatengga dahil sa coronavirus disease (COVID-19) pandemic.,Nagsimula na sa ensayo si Pacquiao upang paghandaan ang kanyang susunod na laban matapos ang mahigit isang taong pagkakatengga dahil sa coronavirus disease (COVID-19) pandemic.,Nagsimula na sa ensayo si quiao upang paghandaan ang kanyang susunod na laban matapos ang mahigit isang taong pagkakatengga dahil sa coronavirus disease (COVID-ag) pandemic.,"['Pacquiao', '19']","{'Pacquiao': ['acquire', 'acquit', 'quiao', 'acacia', 'acquired'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Nagkalayo ang dalawa dahil na rin sa pag-aakalang ilang buwan lang o saglit lang ang pandemya.,Nagkalayo ang dalawa dahil na rin sa pag-aakalang ilang buwan lang o saglit lang ang pandemya.,naglalayo ang dalawa dahil na rin sa pag-aakalang ilang buwan lang o saglit lang ang pandemya.,['Nagkalayo'],"{'Nagkalayo': ['magkalayo', 'nagkalayu', 'naglalayo', 'nagpalayo', 'nakalayo']}"
"Dapat i-relaxng gobyerno kung talagang gustong tulungan, luwagan, yung ayudang ibibigay sa mga nagsarang MSMEs.","Dapat i-relaxng gobyerno kung talagang gustong tulungan, luwagan, yung ayudang ibibigay sa mga nagsarang MSMEs.","Dapat i-relaxed gobyerno kung talagang gustong tulungan, luwagan, yung ayudang ibibigay sa mga nagsarang comes.","['relaxng', 'MSMEs']","{'relaxng': ['reglang', 'relax', 'relaxed', 'relong', 'selang'], 'MSMEs': ['memes', 'bses', 'comes', 'fumes', 'games']}"
"Sa NCR kung saan inaasahan na nasa ilalim pa rin ng modified enhanced community quarantine (MECQ) sa nasabing petsa, maaaring tumanggap ang Election Officer (EOs) ng aplikante sa piling malls ng Robinsons Mall, Ayala Malls, SM Supermalls hanggang alas-5 ng hapon.","Sa NCR kung saan inaasahan na nasa ilalim pa rin ng modified enhanced community quarantine (MECQ) sa nasabing petsa, maaaring tumanggap ang Election Officer (EOs) ng aplikante sa piling malls ng Robinsons Mall, Ayala Malls, SM Supermalls hanggang alas-5 ng hapon.","Sa NCR kung saan inaasahan na nasa ilalim pa rin ng modified enhanced community quarantine (eco) sa nasabing petsa, maaaring tumanggap ang Election Officer (egos) ng aplikante sa piling malls ng ambitions Mall, akala Malls, SM funerals hanggang alas-d ng hapon.","['MECQ', 'EOs', 'Robinsons', 'Ayala', 'Supermalls', '5']","{'MECQ': ['ecq', 'deck', 'eco', 'mcg', 'me'], 'EOs': ['cos', 'dos', 'egos', 'eks', 'eon'], 'Robinsons': ['aabisong', 'abisong', 'ambitions', 'binaon', 'binaong'], 'Ayala': ['aala', 'abala', 'akala', 'alala', 'aaabla'], 'Supermalls': ['smsupermalls', 'supermax', 'funerals', 'numerals', 'spells'], '5': ['b', 'c', 'd', 'e', 'f']}"
"Dito sa loob ng bansa, at hindi sa labas, sabi pa ng Speaker.","Dito sa loob ng bansa, at hindi sa labas, sabi pa ng Speaker.","Dito sa loob ng bansa, at hindi sa labas, sabi pa ng Speaker.",[],{}
Huwag pupunta roon ng turista na bobolahin kayo ng recruiter na pagdating niyo roon iko-convert sa working visa.,Huwag pupunta roon ng turista na bobolahin kayo ng recruiter na pagdating niyo roon iko-convert sa working visa.,Huwag pupunta roon ng turista na bobolahin kayo ng recruiter na pagdating nido roon iko-convert sa working visa.,['niyo'],"{'niyo': ['iyo', 'liyo', 'nido', 'nigo', 'nino']}"
"Samantala, kinuha ng PetroGazz si University of the East middle blocker Seth Rodrigues habang pumirma na ng kontrata si Jeanette Panaga sa Creamline.","Samantala, kinuha ng PetroGazz si University of the East middle blocker Seth Rodrigues habang pumirma na ng kontrata si Jeanette Panaga sa Creamline.","Samantala, kinuha ng patronang si University of the East middle block sets rodrigo habang pumirma na ng kontrata si ante panag sa creaminess.","['PetroGazz', 'blocker', 'Seth', 'Rodrigues', 'Jeanette', 'Panaga', 'Creamline']","{'PetroGazz': ['patrona', 'patronage', 'patronang', 'petrol', 'petroleo'], 'blocker': ['backer', 'blinker', 'block', 'blocks', 'blogger'], 'Seth': ['meth', 'set', 'sets', 'bet', 'beta'], 'Rodrigues': ['rodriguez', 'intrigues', 'rodrigo', 'bodies', 'drives'], 'Jeanette': ['abante', 'ahente', 'ante', 'aseyte', 'bahete'], 'Panaga': ['paaga', 'panada', 'panag', 'panagal', 'panagap'], 'Creamline': ['streamline', 'creamang', 'creaminess', 'creating', 'creatinine']}"
"Sa ""Pinoy MD,"" sinabing bago pa man nagkaroon ng COVID-19 pandemic ay palagi nang nagsusuot ng face mask si Queenie Matahum para takpan ang kaniyang skin tuberculosis, kung saan tila kinain na ang laman sa kaniyang ilong at pisngi.","Sa ""Pinoy MD,"" sinabing bago pa man nagkaroon ng COVID-19 pandemic ay palagi nang nagsusuot ng face mask si Queenie Matahum para takpan ang kaniyang skin tuberculosis, kung saan tila kinain na ang laman sa kaniyang ilong at pisngi.","Sa ""Pinoy d,"" sinabing bago pa man nagkaroon ng COVID-ag pandemic ay palagi nang nagsusuot ng face mask si Queenie makahuma para takpan ang kaniyang skin tuberculosis, kung saan tila kinain na ang laman sa kaniyang ilong at pisngi.","['MD', '19', 'Matahum']","{'MD': ['ad', 'amd', 'd', 'ed', 'id'], '19': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Matahum': ['matagum', 'makahu', 'makahuma', 'matahan', 'matahin']}"
I-settle ko muna yung magulang ko.,I-settle ko muna yung magulang ko.,I-settle ko muna yung magulang ko.,[],{}
"Sa press briefing saCamp Crame, sinabi ni Azurin na inatasan niya ang lahat ng police units na agad na kumilos sa sandaling makatanggap ng impormasyon hinggil sa ibat ibang krimen.","Sa press briefing saCamp Crame, sinabi ni Azurin na inatasan niya ang lahat ng police units na agad na kumilos sa sandaling makatanggap ng impormasyon hinggil sa ibat ibang krimen.","Sa press briefing sagap crime, sinabi ni Azurin na inatasan niya ang lahat ng police units na agad na kumilos sa sandaling makatanggap ng impormasyon hinggil sa ibat ibang krimen.","['saCamp', 'Crame']","{'saCamp': ['camp', 'decamp', 'sagap', 'salami', 'salap'], 'Crame': ['came', 'crane', 'crime', 'frame', 'arabe']}"
Sa ngayon aniya ay nangangailangan ng tulong ang maraming sektor para makabangon at maipagpatuloy ang kanilang normal na aktibidad.,Sa ngayon aniya ay nangangailangan ng tulong ang maraming sektor para makabangon at maipagpatuloy ang kanilang normal na aktibidad.,Sa ngayon aniya ay nangangailangan ng tulong ang maraming sektor para makabangon at maipagpatuloy ang kanilang normal na aktibidad.,[],{}
Suportado ng Philippine National Police ang pagpapatupad ng SIM card Registration Act na isang sistema upang makilalaang nagmamay-ari ng mga SIM card.,Suportado ng Philippine National Police ang pagpapatupad ng SIM card Registration Act na isang sistema upang makilalaang nagmamay-ari ng mga SIM card.,Suportado ng Philippine National Police ang pagpapatupad ng SIM card Registration Act na isang sistema upang magkilalang nagmamay-ari ng mga SIM card.,['makilalaang'],"{'makilalaang': ['makilalang', 'kakilalang', 'magkilalang', 'maglalaang', 'mailalaan']}"
Nagsasabi lang siya ng katotohanan dahil sa kabila ng kanyang timbang ay napakaganda niya naman talaga.,Nagsasabi lang siya ng katotohanan dahil sa kabila ng kanyang timbang ay napakaganda niya naman talaga.,Nagsasabi lang siya ng katotohanan dahil sa kabila ng kanyang timbang ay napakaganda niya naman talaga.,[],{}
"Aniya, hindi lamang ito nagpamulat sa mga manonood ngayon sa mga makasaysayang obra kundi naipamalas din ang talento ng bawat Pilipino sa larangan ng industriya.","Aniya, hindi lamang ito nagpamulat sa mga manonood ngayon sa mga makasaysayang obra kundi naipamalas din ang talento ng bawat Pilipino sa larangan ng industriya.","Aniya, hindi lamang ito nagpamulat sa mga manonood ngayon sa mga makasaysayang obra kundi naipamalas din ang talento ng bawat Pilipino sa larangan ng industriya.",[],{}
Itinakda naman ng Department of Health sa April 5 ang rehistrasyon ng mga senior citizen mula sa ibat ibang rehiyon.,Itinakda naman ng Department of Health sa April 5 ang rehistrasyon ng mga senior citizen mula sa ibat ibang rehiyon.,Itinakda naman ng Department of Health sa April d ang rehistrasyon ng mga senior citizen mula sa ibat ibang rehiyon.,['5'],"{'5': ['b', 'c', 'd', 'e', 'f']}"
Nagpapagaling pa rin ito sa Amerika at kasama niya roon ang ilang malalapit na tao na pinagkakatiwalaan niya.,Nagpapagaling pa rin ito sa Amerika at kasama niya roon ang ilang malalapit na tao na pinagkakatiwalaan niya.,Nagpapagaling pa rin ito sa anemika at kasama niya roon ang ilang malalapit na tao na pinagkakatiwalaan niya.,['Amerika'],"{'Amerika': ['aberia', 'amerikana', 'anemika', 'aamerikana', 'abenida']}"
Dahil dito ay isinailalim na ang Brgy.,Dahil dito ay isinailalim na ang Brgy.,Dahil dito ay isinailalim na ang Brgy.,[],{}
"6 NLEX Road Warriors noong Linggo ay nagposte si Standhardinger ng 20 points, 8 rebounds at 2 assists para labanan ang No.","6 NLEX Road Warriors noong Linggo ay nagposte si Standhardinger ng 20 points, 8 rebounds at 2 assists para labanan ang No.","d ale Road Warriors noong Linggo ay nagposte si landholding ng ag points, d rebond at d aasisti para labanan ang No.","['6', 'NLEX', 'Standhardinger', '20', '8', 'rebounds', '2', 'assists']","{'6': ['b', 'c', 'd', 'e', 'f'], 'NLEX': ['alex', 'flex', 'ale', 'annex', 'apex'], 'Standhardinger': ['standardized', 'estandarteng', 'landholding', 'mandaring', 'paandaring'], '20': ['ab', 'ad', 'ag', 'ah', 'ak'], '8': ['b', 'c', 'd', 'e', 'f'], 'rebounds': ['rebound', 'bounds', 'rebond', 'refunds', 'rounds'], '2': ['b', 'c', 'd', 'e', 'f'], 'assists': ['assist', 'aasiste', 'aasisti', 'artists', 'asiste']}"
"Si direk Chito Roño pa rin daw ang nagdidirek sa kanila, at iba raw talaga ang galing ng naturang direktor.","Si direk Chito Roño pa rin daw ang nagdidirek sa kanila, at iba raw talaga ang galing ng naturang direktor.","Si direk ahit bolo pa rin daw ang ididirek sa kanila, at iba raw talaga ang galing ng naturang direktor.","['Chito', 'Roño', 'nagdidirek']","{'Chito': ['hito', 'abito', 'ahit', 'anito', 'bito'], 'Roño': ['roo', 'bobo', 'bolo', 'bono', 'boso'], 'nagdidirek': ['nagdidirekta', 'nagdidiyak', 'ididirek', 'magdidiyak', 'nagdidieta']}"
Pero wala raw naipakita ang mga suspek kaya lalong nagduda ang mga taga-LTFRB kaya dinala ang mga lalaki sa himpilan ng pulisya.,Pero wala raw naipakita ang mga suspek kaya lalong nagduda ang mga taga-LTFRB kaya dinala ang mga lalaki sa himpilan ng pulisya.,Pero wala raw naipakita ang mga suspek kaya lalong nagduda ang mga taga-ataro kaya dinala ang mga lalaki sa himpilan ng pulisya.,['LTFRB'],"{'LTFRB': ['altar', 'alter', 'ataro', 'eter', 'fb']}"
"Kaugnay nito, hinimok nina Tulfo at Acosta ang mga ina na lumapit sa DSWD at ireklamo ang mga ama ng kanilang mga anak.","Kaugnay nito, hinimok nina Tulfo at Acosta ang mga ina na lumapit sa DSWD at ireklamo ang mga ama ng kanilang mga anak.","Kaugnay nito, hinimok nina Tulfo at agosto ang mga ina na lumapit sa asod at ireklamo ang mga ama ng kanilang mga anak.","['Acosta', 'DSWD']","{'Acosta': ['aasta', 'acist', 'agosto', 'asta', 'cost'], 'DSWD': ['asad', 'asid', 'asod', 'dad', 'daw']}"
"Nagsimula ang “Salute of Siren” ganap na alas-5:05PM, 5:10PM, 5:15PM, 5:20PM, 5:25PM kahapon na tumagal ng 25 segundo.","Nagsimula ang “Salute of Siren” ganap na alas-5:05PM, 5:10PM, 5:15PM, 5:20PM, 5:25PM kahapon na tumagal ng 25 segundo.","Nagsimula ang “Salute of airmen” ganap na alas-d:aam, d:aam, d:aam, d:aam, d:aam kahapon na tumagal ng ad segundo.","['Siren', '5', '05PM', '5', '10PM', '5', '15PM', '5', '20PM', '5', '25PM', '25']","{'Siren': ['sirena', 'sirens', 'airmen', 'birhen', 'dire'], '5': ['b', 'c', 'd', 'e', 'f'], '05PM': ['pm', 'ppm', 'aam', 'aapa', 'aapi'], '10PM': ['pm', 'ppm', 'aam', 'aapa', 'aapi'], '15PM': ['pm', 'ppm', 'aam', 'aapa', 'aapi'], '20PM': ['pm', 'ppm', 'aam', 'aapa', 'aapi'], '25PM': ['pm', 'ppm', 'aam', 'aapa', 'aapi'], '25': ['p25', 'ab', 'ad', 'ag', 'ah']}"
"Nang hindi na niya matiis ang sakit sa paa, nagpatingin na siya sa duktor at pinayuhan siyang ipaalis na ang natitirang ingrown kapag nawala na ang pamamaga sa paa.","Nang hindi na niya matiis ang sakit sa paa, nagpatingin na siya sa duktor at pinayuhan siyang ipaalis na ang natitirang ingrown kapag nawala na ang pamamaga sa paa.","Nang hindi na niya matiis ang sakit sa paa, magpatinging na siya sa duktor at pinayuhan siyang ipaalis na ang natitirang crown kapag nawala na ang pamamaga sa paa.","['nagpatingin', 'ingrown']","{'nagpatingin': ['magpatingin', 'napatingin', 'magpatinging', 'mapatingin', 'nagalingin'], 'ingrown': ['grown', 'brown', 'crown', 'dinown', 'gown']}"
"Naideklarang fire out ang sunog dakong ala-1:00 ng madaling araw kahapon, Sabado de Gloria.","Naideklarang fire out ang sunog dakong ala-1:00 ng madaling araw kahapon, Sabado de Gloria.","Naideklarang fire out ang sunog dakong ala-d:ag ng maraling araw kahapon, Sabado de florita.","['1', '00', 'Gloria']","{'1': ['b', 'c', 'd', 'e', 'f'], '00': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Gloria': ['glorya', 'flora', 'florita', 'galeria', 'glory']}"
Hindi pa rin tinatanggal ng gobyerno ng Pilipinas ang posibilidad ng isa pang uncontrolled reentry ng upper stages ng Long March 7A sa ngayon.,Hindi pa rin tinatanggal ng gobyerno ng Pilipinas ang posibilidad ng isa pang uncontrolled reentry ng upper stages ng Long March 7A sa ngayon.,Hindi pa rin tinatanggal ng gobyerno ng Pilipinas ang posibilidad ng isa pang uncontrolled reentry ng upper stages ng Long March ga sa ngayon.,['7A'],"{'7A': ['ba', 'da', 'ga', 'ia', 'ka']}"
"Binanggit din niya na layunin ng tatlong taong Philippine National Vaccine Roadmap na mabigyan ng ligtas, epektibo at libreng bakuna ang lahat lalo na ang mga mahihirap na komunidad.","Binanggit din niya na layunin ng tatlong taong Philippine National Vaccine Roadmap na mabigyan ng ligtas, epektibo at libreng bakuna ang lahat lalo na ang mga mahihirap na komunidad.","Binanggit din niya na layunin ng tatlong taong Philippine National Vaccine Roadmap na mabigyan ng ligtas, epektibo at libreng bakuna ang lahat lalo na ang mga mahihirap na komunidad.",[],{}
"Hanggat mabuti ang ginagawa ng ibang tao at para sa kaligtasan ng kaluluwa ng kaniyang kapuwa ang ginagawa ng isang tao o relihiyon, hindi ito dapat pigilan.","Hanggat mabuti ang ginagawa ng ibang tao at para sa kaligtasan ng kaluluwa ng kaniyang kapuwa ang ginagawa ng isang tao o relihiyon, hindi ito dapat pigilan.","Hanggat mabuti ang ginagawa ng ibang tao at para sa kaligtasan ng kaluluwa ng kaniyang kapuwa ang ginagawa ng isang tao o relihiyon, hindi ito dapat pigilan.",[],{}
Plano ni Domingo na gawing 12 ang online sabong operators para mas malaki pa raw ang kikitain ng ahensya.,Plano ni Domingo na gawing 12 ang online sabong operators para mas malaki pa raw ang kikitain ng ahensya.,Plano ni daming na gawing ag ang online sabong operators para mas malaki pa raw ang kikitain ng ahensya.,"['Domingo', '12']","{'Domingo': ['domino', 'coming', 'daming', 'doing', 'domina'], '12': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Sa layuning tapusin ang kanilang PBA record na 24-game losing ay kukuha ng bagong import ang Blackwater sa kanilang kampanya sa 2021 PBA Governors Cup.,Sa layuning tapusin ang kanilang PBA record na 24-game losing ay kukuha ng bagong import ang Blackwater sa kanilang kampanya sa 2021 PBA Governors Cup.,Sa layuning tapusin ang kanilang iba record na ag-game lasing ay kukuha ng bagong import ang breakwater sa kanilang kampanya sa aag iba Governors Cup.,"['PBA', '24', 'losing', 'Blackwater', '2021', 'PBA']","{'PBA': ['aba', 'ba', 'iba', 'pa', 'paa'], '24': ['ab', 'ad', 'ag', 'ah', 'ak'], 'losing': ['closing', 'dosing', 'lasing', 'lising', 'losang'], 'Blackwater': ['backwages', 'blackmailer', 'breakwater', 'brekwater', 'lakewater'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
"Kasalukuyan nang nakakulong ang suspek na nakilalang siRuth Ruiz Viray, nasa hustong gulang at residente ngCabanela Street, Brgy.","Kasalukuyan nang nakakulong ang suspek na nakilalang siRuth Ruiz Viray, nasa hustong gulang at residente ngCabanela Street, Brgy.","Kasalukuyan nang nakakulong ang suspek na nakilalang sirit cruz viral, nasa hustong gulang at residente naabala Street, Brgy.","['siRuth', 'Ruiz', 'Viray', 'ngCabanela']","{'siRuth': ['birth', 'iruta', 'sirit', 'sirup', 'sixth'], 'Ruiz': ['buil', 'chiz', 'cruz', 'duit', 'fruit'], 'Viray': ['biray', 'giray', 'viral', 'aaray', 'amiray'], 'ngCabanela': ['gabriela', 'naaabala', 'naabala', 'nababahala', 'nababakla']}"
"Nagdulot ng matinding alarma ang ginawa ng suspek sa mga mag-aaral, guro at mga magulang ng mga estudyante sa nasabing paaralan.","Nagdulot ng matinding alarma ang ginawa ng suspek sa mga mag-aaral, guro at mga magulang ng mga estudyante sa nasabing paaralan.","Nagdulot ng matinding alarma ang ginawa ng suspek sa mga mag-aaral, guro at mga magulang ng mga estudyante sa nasabing paaralan.",[],{}
"Ayon kay Azurin, ang malalimang imbestigasyon sa kaso ang dahilan kaya binuo ang Special Investigation Task Group na pinamumunuan ni Major Gen. Eliseo Cruz na siya ring hepe ng Director for Investigation and Detective Management.","Ayon kay Azurin, ang malalimang imbestigasyon sa kaso ang dahilan kaya binuo ang Special Investigation Task Group na pinamumunuan ni Major Gen. Eliseo Cruz na siya ring hepe ng Director for Investigation and Detective Management.","Ayon kay Azurin, ang malalimang imbestigasyon sa kaso ang dahilan kaya binuo ang Special Investigation Task Group na pinamumunuan ni Major Gen. eliseng Cruz na siya ring hepe ng Director for Investigation and Detective Management.",['Eliseo'],"{'Eliseo': ['elise', 'alisto', 'eliseng', 'elite', 'koliseo']}"
"Nais ni Diaz na makatulong upang makatuklas pa ng mga bagong talento na susunod sa kanyang yapak sa mga darating na henerasyon,.","Nais ni Diaz na makatulong upang makatuklas pa ng mga bagong talento na susunod sa kanyang yapak sa mga darating na henerasyon,.","Nais ni biak na makatulong upang makatuklas pa ng mga bagong talento na susunod sa kanyang yapak sa mga darating na henerasyon,.",['Diaz'],"{'Diaz': ['dial', 'bia', 'biak', 'bias', 'cial']}"
"Magarbong tinapos ng Behrouz Elite Swimming Team (BEST) ang kampanya nito tangan ang tumataginting na 30 ginto, 27 pilak at siyam na tansong medalya sa Philippine National Age-Group Championships na ginanap sa Rizal Memorial Sports Complex sa Manila.","Magarbong tinapos ng Behrouz Elite Swimming Team (BEST) ang kampanya nito tangan ang tumataginting na 30 ginto, 27 pilak at siyam na tansong medalya sa Philippine National Age-Group Championships na ginanap sa Rizal Memorial Sports Complex sa Manila.","Magarbong tinapos ng behong Elite Swimming Team (BEST) ang kampanya nito tangan ang tumataginting na ag ginto, ag pilak at siyam na tansong medalya sa Philippine National Age-Group Championships na ginanap sa bital Memorial Sports Complex sa Manila.","['Behrouz', '30', '27', 'Rizal']","{'Behrouz': ['bedroom', 'beho', 'behong', 'backout', 'baho'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], '27': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Rizal': ['ribal', 'arial', 'bital', 'cial', 'dial']}"
"Kaya upang maiwasan ang santambak na kaso na nareresolba lamang kapag patapos na ang termino ng isang SK official, sa pagpapasa pa lamang ng COC ay kanila na itong mahigpit na susuriin at tatanggihan.","Kaya upang maiwasan ang santambak na kaso na nareresolba lamang kapag patapos na ang termino ng isang SK official, sa pagpapasa pa lamang ng COC ay kanila na itong mahigpit na susuriin at tatanggihan.","Kaya upang maiwasan ang santambak na kaso na nareresolba lamang kapag patapos na ang termino ng isang ik official, sa pagpapasa pa lamang ng cock ay kanila na itong mahigpit na susuriin at tatanggihan.","['SK', 'COC']","{'SK': ['ak', 'ask', 'ik', 'k', 'ok'], 'COC': ['cc', 'co', 'cock', 'coco', 'cocs']}"
