Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Gusto ko na ngang magDay  ng shooting,Gusto ko na ngang magDay  ng shooting,,,
Happy ba siya sa nasabing partnership,Happy ba siya sa nasabing partnership,namay ba siya sa partnership,[],"[{'token': 'NNP', 'suggestions': ['SUBSTITUTE_NNP_VBTS', 'DELETE_NNP'], 'distances': [3.4000000000000004, 2.2]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'KEEP_PRS_PRS', 'KEEP_PRS_PRS'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'VBTS', 'suggestions': ['DELETE_VBTS', 'DELETE_VBTS', 'DELETE_VBTS'], 'distances': [3.4000000000000004, 1.2, 2.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [1.2, 2.2]}]"
Pacqued Malibcong Abra noong Lunes,Pacqued Malibcong Abra noong Lunes,Pacqued Malibcong Abra noong Lunes,[],"[{'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [1]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [1]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [1]}, {'token': 'RBW_CCP', 'suggestions': ['KEEP_RBW_CCP_RBW_CCP'], 'distances': [1]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [1]}]"
Tapos lahat nila itinakwil nila ako,Tapos lahat sila itinakwil nila ako,,,
Then kinaumagahan nila ay pauwi na,Then kinaumagahan sila ay pauwi na,,,
Bagay na bagay sa kanya carry niya YUN,Bagay na bagay sa kanya carry niya yun,mga Bagay na bagay sa,[],"[{'token': 'DTCP', 'suggestions': ['INSERT_DTCP'], 'distances': [0.8]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [3.4000000000000004, 4.6000000000000005]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP', 'SUBSTITUTE_CCP_CCB', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP'], 'distances': [3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996]}, {'token': 'PRSP', 'suggestions': ['DELETE_PRSP', 'DELETE_PRSP', 'SUBSTITUTE_PRSP_NNP', 'DELETE_PRSP', 'SUBSTITUTE_PRSP_NNP'], 'distances': [3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW', 'DELETE_FW', 'DELETE_FW'], 'distances': [3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.5999999999999996]}, {'token': 'NNPA', 'suggestions': ['DELETE_NNPA', 'DELETE_NNPA'], 'distances': [4.6000000000000005, 3.5999999999999996]}]"
May dahilan kung bakit sila nananatili sa Metro Manila,May dahilan kung bakit sila nananatili sa Metro Manila,kung bakit nananatili sa Manila,[],"[{'token': 'VBH', 'suggestions': ['DELETE_VBH', 'SUBSTITUTE_VBH_RBK'], 'distances': [2.2, 3.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC', 'SUBSTITUTE_NNC_RBQ', 'DELETE_NNC'], 'distances': [2.2, 2.2, 3.2, 3.4000000000000004]}, {'token': 'RBK', 'suggestions': ['KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'SUBSTITUTE_RBK_VBTR', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK'], 'distances': [2.2, 2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'RBQ', 'suggestions': ['KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ', 'SUBSTITUTE_RBQ_CCP', 'SUBSTITUTE_RBQ_CCT', 'KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ'], 'distances': [2.2, 2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP', 'DELETE_PRP'], 'distances': [2.2, 2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBTR', 'suggestions': ['KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR', 'DELETE_VBTR', 'KEEP_VBTR_VBTR', 'KEEP_VBTR_VBTR'], 'distances': [2.2, 2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2.2, 2.4, 3.4000000000000004, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'KEEP_NNP_NNP', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [2.4, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 3.5999999999999996]}]"
Sana matutuloy na talaga ito,Sana matutuloy na talaga ito,Samal matris na ito,[],"[{'token': 'VBS', 'suggestions': ['SUBSTITUTE_VBS_CCT'], 'distances': [5.6000000000000005]}, {'token': 'VBTF', 'suggestions': ['SUBSTITUTE_VBTF_FW'], 'distances': [5.6000000000000005]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP'], 'distances': [5.6000000000000005]}, {'token': 'RBT', 'suggestions': ['DELETE_RBT'], 'distances': [5.6000000000000005]}, {'token': 'PRO', 'suggestions': ['KEEP_PRO_PRO'], 'distances': [5.6000000000000005]}]"
Natatawang pakli nang aktor,Natatawang pakli ng aktor,,,
taong  nang maghiwalay sina Bea at Zanjoe,Taong  nang maghiwalay sina Bea at Zanjoe,,,
Sinasaka siyempre sponsor namin today ang Beautederm ni Ms,Saka siyempre sponsor namin today ang Beautederm ni Ms,Sinasaka sama sponsor ang Adan Ms,[],"[{'token': 'VBTR', 'suggestions': ['KEEP_VBTR_VBTR', 'SUBSTITUTE_VBTR_CCB'], 'distances': [4.6000000000000005, 5.800000000000001]}, {'token': 'RBT', 'suggestions': ['SUBSTITUTE_RBT_PRP', 'SUBSTITUTE_RBT_CCB', 'DELETE_RBT', 'SUBSTITUTE_RBT_CCB'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'FW', 'suggestions': ['SUBSTITUTE_FW_DTC', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'KEEP_FW_FW', 'SUBSTITUTE_FW_NNC'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 4.6000000000000005]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'SUBSTITUTE_PRP_DTC', 'SUBSTITUTE_PRP_DTC', 'SUBSTITUTE_PRP_NNC', 'SUBSTITUTE_PRP_DTC', 'SUBSTITUTE_PRP_DTC', 'SUBSTITUTE_PRP_DTC'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 5.800000000000001, 5.800000000000001, 4.6000000000000005]}, {'token': 'RBD', 'suggestions': ['DELETE_RBD', 'SUBSTITUTE_RBD_NNP', 'SUBSTITUTE_RBD_NNP', 'DELETE_RBD', 'SUBSTITUTE_RBD_NNP', 'SUBSTITUTE_RBD_NNP', 'SUBSTITUTE_RBD_NNP'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 5.800000000000001, 5.800000000000001, 4.6000000000000005]}, {'token': 'DTC', 'suggestions': ['DELETE_DTC', 'DELETE_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC', 'SUBSTITUTE_DTC_DTP'], 'distances': [4.6000000000000005, 4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 5.800000000000001, 5.800000000000001, 4.6000000000000005]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP', 'KEEP_NNP_NNP', 'DELETE_NNP', 'DELETE_NNP', 'KEEP_NNP_NNP'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 5.800000000000001, 5.800000000000001, 4.6000000000000005]}, {'token': 'DTP', 'suggestions': ['DELETE_DTP', 'KEEP_DTP_DTP', 'DELETE_DTP', 'DELETE_DTP'], 'distances': [4.6000000000000005, 3.4000000000000004, 5.800000000000001, 4.6000000000000005]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 4.6000000000000005]}]"
so hindi ako puwedeng mapagod,So hindi ako puwedeng mapagod,so hindi maka,[],"[{'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT'], 'distances': [3.4000000000000004]}, {'token': 'RBF', 'suggestions': ['KEEP_RBF_RBF'], 'distances': [3.4000000000000004]}, {'token': 'PRS', 'suggestions': ['SUBSTITUTE_PRS_VBW'], 'distances': [3.4000000000000004]}, {'token': 'RBT_CCP', 'suggestions': ['DELETE_RBT_CCP'], 'distances': [3.4000000000000004]}, {'token': 'VBW', 'suggestions': ['DELETE_VBW'], 'distances': [3.4000000000000004]}]"
Naexpose namin ‘yung exploitation NG mga kabataan sa pangingisda,Naexpose namin ‘yung exploitation ng mga kabataan sa pangingisda,Naexpose Amen ang ang a pangingisda,[],"[{'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_FW'], 'distances': [4.6000000000000005, 3]}, {'token': 'PRP', 'suggestions': ['KEEP_PRP_PRP', 'SUBSTITUTE_PRP_FW', 'SUBSTITUTE_PRP_NNP', 'SUBSTITUTE_PRP_NNP'], 'distances': [4.6000000000000005, 2, 3, 3]}, {'token': 'PRO', 'suggestions': ['SUBSTITUTE_PRO_DTC', 'SUBSTITUTE_PRO_NNP', 'SUBSTITUTE_PRO_NNP', 'SUBSTITUTE_PRO_DTC', 'SUBSTITUTE_PRO_DTC', 'SUBSTITUTE_PRO_NNP'], 'distances': [4.6000000000000005, 2, 2, 3, 3, 2]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'SUBSTITUTE_FW_DTC', 'SUBSTITUTE_FW_DTC', 'SUBSTITUTE_FW_NNP', 'SUBSTITUTE_FW_NNC', 'SUBSTITUTE_FW_NNC', 'SUBSTITUTE_FW_DTC'], 'distances': [4.6000000000000005, 2, 2, 1, 3, 3, 2]}, {'token': 'NNPA', 'suggestions': ['DELETE_NNPA', 'SUBSTITUTE_NNPA_NNC', 'SUBSTITUTE_NNPA_NNC', 'SUBSTITUTE_NNPA_DTC', 'DELETE_NNPA', 'SUBSTITUTE_NNPA_CCT', 'SUBSTITUTE_NNPA_NNC'], 'distances': [4.6000000000000005, 2, 2, 1, 3, 3, 2]}, {'token': 'DTCP', 'suggestions': ['DELETE_DTCP', 'DELETE_DTCP', 'SUBSTITUTE_DTCP_CCT', 'DELETE_DTCP', 'DELETE_DTCP', 'DELETE_DTCP', 'SUBSTITUTE_DTCP_CCT'], 'distances': [4.6000000000000005, 2, 2, 1, 3, 3, 2]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC', 'KEEP_NNC_NNC', 'DELETE_NNC', 'DELETE_NNC', 'KEEP_NNC_NNC'], 'distances': [2, 2, 1, 3, 3, 2]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [2, 1, 3, 2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC'], 'distances': [1, 2]}]"
Galing raw ang mga ito sa Baras Rizal,Galing daw ang mga ito sa Baras Rizal,ang mga ang mga ito sa,[],"[{'token': 'PRC_CCP', 'suggestions': ['SUBSTITUTE_PRC_CCP_DTC', 'SUBSTITUTE_PRC_CCP_DTC'], 'distances': [2, 3.2]}, {'token': 'RBI', 'suggestions': ['SUBSTITUTE_RBI_DTCP', 'DELETE_RBI', 'SUBSTITUTE_RBI_DTCP', 'DELETE_RBI'], 'distances': [2, 2.2, 3.2, 3.4000000000000004]}, {'token': 'DTC', 'suggestions': ['SUBSTITUTE_DTC_PRO', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_PRO', 'KEEP_DTC_DTC'], 'distances': [2, 2.2, 2.4, 3.2, 3.4000000000000004]}, {'token': 'DTCP', 'suggestions': ['SUBSTITUTE_DTCP_CCT', 'KEEP_DTCP_DTCP', 'KEEP_DTCP_DTCP', 'SUBSTITUTE_DTCP_CCT', 'KEEP_DTCP_DTCP'], 'distances': [2, 2.2, 2.4, 3.2, 3.4000000000000004]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO', 'KEEP_PRO_PRO', 'KEEP_PRO_PRO', 'DELETE_PRO', 'KEEP_PRO_PRO'], 'distances': [2, 2.2, 2.4, 3.2, 3.4000000000000004]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT'], 'distances': [2, 2.2, 2.4, 3.2, 3.4000000000000004]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP'], 'distances': [2.4, 3.4000000000000004]}]"
Hindi nawala ang berso ng Bibliya sa bawat isyu,Hindi mawawala ang berso ng Bibliya sa bawat isyu,,,
Kahit international si nger siya,Kahit international singer siya,ay inabandona sa nger visa,[],"[{'token': 'CCT', 'suggestions': ['SUBSTITUTE_CCT_LM'], 'distances': [4.4]}, {'token': 'FW', 'suggestions': ['SUBSTITUTE_FW_VBTS'], 'distances': [4.4]}, {'token': 'DTP', 'suggestions': ['SUBSTITUTE_DTP_CCT'], 'distances': [4.4]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW'], 'distances': [4.4]}, {'token': 'PRS', 'suggestions': ['SUBSTITUTE_PRS_FW'], 'distances': [4.4]}]"
Ah Koreans marami na ba rito,Ah Koreans marami na ba rito,na Kalapi ba,[],"[{'token': 'RBJ', 'suggestions': ['SUBSTITUTE_RBJ_JJN_CCP'], 'distances': [4.6000000000000005]}, {'token': 'NNP', 'suggestions': ['SUBSTITUTE_NNP_PRI'], 'distances': [4.6000000000000005]}, {'token': 'PRI_CCP', 'suggestions': ['DELETE_PRI_CCP'], 'distances': [4.6000000000000005]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI'], 'distances': [4.6000000000000005]}, {'token': 'PRL', 'suggestions': ['DELETE_PRL'], 'distances': [4.6000000000000005]}]"
Posibleng lasing umano si Purdan ng gawin ang krimen,Posibleng lasing umano si Purdan nang gawin ang krimen,,,
Panoorin ang nakatutuwa at na kakapagod na episodeFRJ,Panoorin ang nakatutuwa at nakakapagod na episodeFRJ,Panoorin ang nakatutuwa na kakapagod episodeFRJ,[],"[{'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [1.2, 2.4]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [1.2, 2.4, 2.4, 3.5999999999999996]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_NNC', 'KEEP_VBTS_VBTS', 'SUBSTITUTE_VBTS_JJD'], 'distances': [1.2, 2.4, 3.4000000000000004, 2.4, 3.5999999999999996]}, {'token': 'CCA', 'suggestions': ['KEEP_CCA_CCA', 'DELETE_CCA', 'DELETE_CCA', 'KEEP_CCA_CCA', 'DELETE_CCA'], 'distances': [1.2, 2.4, 3.4000000000000004, 2.4, 3.5999999999999996]}, {'token': 'CCP', 'suggestions': ['DELETE_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'DELETE_CCP', 'KEEP_CCP_CCP'], 'distances': [1.2, 2.4, 3.4000000000000004, 2.4, 3.5999999999999996]}, {'token': 'JJD', 'suggestions': ['KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'KEEP_JJD_JJD', 'SUBSTITUTE_JJD_NNP'], 'distances': [1.2, 2.4, 3.4000000000000004, 2.4, 3.5999999999999996]}, {'token': 'CCP', 'suggestions': ['DELETE_CCP', 'KEEP_CCP_CCP', 'DELETE_CCP', 'DELETE_CCP'], 'distances': [2.4, 3.4000000000000004, 2.4, 3.5999999999999996]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 3.5999999999999996]}]"
Well ako gusto kong tutulong sa pamahalaan,Well ako gusto kong tumulong sa pamahalaan,na na bubuo alang,[],"[{'token': 'RBR', 'suggestions': ['SUBSTITUTE_RBR_PMS_', 'SUBSTITUTE_RBR_PRS_CCP', 'SUBSTITUTE_RBR_PRS_CCP'], 'distances': [4.6000000000000005, 3, 4.2]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'SUBSTITUTE_PRS_PRS_CCP', 'SUBSTITUTE_PRS_VBTF', 'SUBSTITUTE_PRS_PRS_CCP', 'SUBSTITUTE_PRS_VBTF'], 'distances': [4.6000000000000005, 2, 3, 3.2, 4.2]}, {'token': 'VBS', 'suggestions': ['KEEP_VBS_VBS', 'SUBSTITUTE_VBS_VBTF', 'DELETE_VBS', 'SUBSTITUTE_VBS_CCT', 'SUBSTITUTE_VBS_VBTF', 'SUBSTITUTE_VBS_CCT'], 'distances': [4.6000000000000005, 2, 2.2, 3, 3.2, 4.2]}, {'token': 'PRS_CCP', 'suggestions': ['SUBSTITUTE_PRS_CCP_PRS', 'SUBSTITUTE_PRS_CCP_CCT', 'KEEP_PRS_CCP_PRS_CCP', 'DELETE_PRS_CCP', 'SUBSTITUTE_PRS_CCP_CCT', 'DELETE_PRS_CCP'], 'distances': [4.6000000000000005, 2, 2.2, 3, 3.2, 4.2]}, {'token': 'VBTF', 'suggestions': ['DELETE_VBTF', 'DELETE_VBTF', 'KEEP_VBTF_VBTF', 'DELETE_VBTF', 'DELETE_VBTF', 'DELETE_VBTF'], 'distances': [4.6000000000000005, 2, 2.2, 3, 3.2, 4.2]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [2, 2.2, 3, 3.2, 4.2]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [2.2, 3.2, 4.2]}]"
Bumati rin niya para sa darating na Bagong Taon,Bumati rin siya para sa darating na Bagong Taon,rin para darating na Baguio Taon Abad,[],"[{'token': 'VBAF', 'suggestions': ['DELETE_VBAF', 'KEEP_VBAF_VBAF'], 'distances': [2.2, 2.4]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_CCT', 'KEEP_RBI_RBI'], 'distances': [2.2, 2.2, 2.4, 2.4]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'KEEP_PRS_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS'], 'distances': [2.2, 2.2, 2, 2.4, 2.4, 2]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2.2, 2.2, 2, 1, 2.4, 2.4, 2]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT', 'DELETE_CCT'], 'distances': [2.2, 2.2, 2, 1, 2.4, 2.4, 2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [2.2, 2.2, 2, 1, 2.4, 2.4, 2]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP'], 'distances': [2.2, 2, 1, 2.4, 2.4, 2]}, {'token': 'NNP_CCP', 'suggestions': ['SUBSTITUTE_NNP_CCP_NNP', 'DELETE_NNP_CCP', 'SUBSTITUTE_NNP_CCP_NNP', 'DELETE_NNP_CCP'], 'distances': [2, 1, 2.4, 2]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'KEEP_NNP_NNP'], 'distances': [1, 2]}, {'token': 'NNP', 'suggestions': ['INSERT_NNP'], 'distances': [0.8]}]"
Ang nagtutulak din sa kanila kung bakit nila nagaarmas,Ang nagtutulak din sa kanila kung bakit sila nagaarmas,nagtutulak - n sa bakit nila,[],"[{'token': 'DTC', 'suggestions': ['DELETE_DTC', 'DELETE_DTC'], 'distances': [2.2, 2.2]}, {'token': 'VBTS', 'suggestions': ['KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS', 'KEEP_VBTS_VBTS'], 'distances': [2.2, 1.2, 2.2, 2.4]}, {'token': 'RBF', 'suggestions': ['DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'DELETE_RBF', 'SUBSTITUTE_RBF_CCT'], 'distances': [2.2, 1.2, 2.2, 2.2, 2.4, 3]}, {'token': 'PMS', 'suggestions': ['KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'SUBSTITUTE_PMS_CCT', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'SUBSTITUTE_PMS_PRSP', 'SUBSTITUTE_PMS_CCT'], 'distances': [2.2, 1.2, 2.2, 2, 2.2, 2.4, 3, 3.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_PRSP', 'DELETE_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'SUBSTITUTE_NNC_RBK', 'SUBSTITUTE_NNC_RBK', 'DELETE_NNC'], 'distances': [2.2, 1.2, 2.2, 2, 2.2, 2.2, 2.4, 3, 3.2, 3.4000000000000004]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_RBK', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'SUBSTITUTE_CCT_RBQ', 'SUBSTITUTE_CCT_RBQ', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2.2, 1.2, 2.2, 2, 2.2, 2.4, 2.2, 2.4, 3, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'PRSP', 'suggestions': ['KEEP_PRSP_PRSP', 'KEEP_PRSP_PRSP', 'SUBSTITUTE_PRSP_RBQ', 'DELETE_PRSP', 'DELETE_PRSP', 'SUBSTITUTE_PRSP_NNC', 'KEEP_PRSP_PRSP', 'KEEP_PRSP_PRSP', 'DELETE_PRSP', 'SUBSTITUTE_PRSP_PRP', 'DELETE_PRSP', 'DELETE_PRSP', 'SUBSTITUTE_PRSP_PRI_CCP'], 'distances': [1.2, 2.2, 2, 2.2, 2.4, 4.6000000000000005, 2.2, 2.4, 3, 3.2, 3.4000000000000004, 3.5999999999999996, 5.800000000000001]}, {'token': 'RBK', 'suggestions': ['DELETE_RBK', 'DELETE_RBK', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'SUBSTITUTE_RBK_PRI_CCP', 'DELETE_RBK', 'DELETE_RBK', 'DELETE_RBK', 'KEEP_RBK_RBK', 'KEEP_RBK_RBK', 'SUBSTITUTE_RBK_NNC'], 'distances': [2.2, 2, 2.2, 2.4, 4.6000000000000005, 4.6000000000000005, 2.4, 3, 3.2, 3.4000000000000004, 3.5999999999999996, 5.800000000000001]}, {'token': 'RBQ', 'suggestions': ['DELETE_RBQ', 'KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ', 'SUBSTITUTE_RBQ_NNC', 'DELETE_RBQ', 'DELETE_RBQ', 'KEEP_RBQ_RBQ', 'KEEP_RBQ_RBQ', 'SUBSTITUTE_RBQ_PMS'], 'distances': [2, 2.2, 2.4, 4.6000000000000005, 4.6000000000000005, 3, 3.2, 3.4000000000000004, 3.5999999999999996, 5.800000000000001]}, {'token': 'PRP', 'suggestions': ['KEEP_PRP_PRP', 'KEEP_PRP_PRP', 'KEEP_PRP_PRP', 'SUBSTITUTE_PRP_PMS', 'DELETE_PRP', 'KEEP_PRP_PRP', 'KEEP_PRP_PRP', 'SUBSTITUTE_PRP_NNC'], 'distances': [2.2, 2.4, 4.6000000000000005, 4.6000000000000005, 3.2, 3.4000000000000004, 3.5999999999999996, 5.800000000000001]}, {'token': 'NNCA', 'suggestions': ['DELETE_NNCA', 'DELETE_NNCA', 'SUBSTITUTE_NNCA_NNC', 'DELETE_NNCA', 'DELETE_NNCA', 'DELETE_NNCA'], 'distances': [2.4, 4.6000000000000005, 4.6000000000000005, 3.4000000000000004, 3.5999999999999996, 5.800000000000001]}, {'token': 'PMS', 'suggestions': ['DELETE_PMS', 'DELETE_PMS', 'DELETE_PMS', 'DELETE_PMS'], 'distances': [4.6000000000000005, 4.6000000000000005, 3.5999999999999996, 5.800000000000001]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC'], 'distances': [4.6000000000000005, 5.800000000000001]}]"
